liczba punktów
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
2.890
3.027
3.027
3.028
3.028
3.028
3.028
3.029
3.029
3.030
3.030
3.030
3.030
3.030
3.032
3.033
3.033
3.038
3.170
3.460
3.470
3.526
3.528
3.528
3.528
3.528
3.529
3.529
3.529
3.529
3.529
3.529
3.529
3.530
3.530
3.530
3.530
3.530
3.530
3.530
3.530
3.530
3.530
3.530
3.530
3.530
3.530
3.530
3.530
3.530
3.530
3.530
3.530
3.530
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.531
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.532
3.533
3.533
3.533
3.533
3.533
3.533
3.533
3.533
3.533
3.533
3.533
3.533
3.533
3.533
3.533
3.533
3.533
3.534
3.534
3.534
3.534
3.534
3.535
3.535
3.535
3.535
3.535
3.535
3.536
3.536
3.536
3.536
3.536
3.536
3.536
3.536
3.536
3.537
3.537
3.537
3.538
3.538
3.538
3.538
3.538
3.539
3.540
3.540
3.541
3.542
3.546
3.580
3.730
3.790
3.810
3.920
4.030
4.030
4.030
4.030
4.030
4.030
4.030
4.030
4.030
4.031
4.031
4.031
4.031
4.031
4.031
4.031
4.031
4.031
4.031
4.031
4.031
4.031
4.032
4.032
4.032
4.032
4.032
4.032
4.032
4.032
4.032
4.032
4.032
4.032
4.032
4.032
4.032
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.033
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
4.034
