id;avgInc;incY1;incY2;incY3;incY4;incY5;pass
86;4873.91;4085.84;5256.42;5503.41;4709.79;6337.72;57.10
90;7018.32;5302.14;5488.15;6241.95;7165.39;8551.06;25.00
91;7764.62;5000.35;5884.34;7826.42;9667.35;11118.32;7.10
92;5509.06;3746.17;4541.70;5660.08;6931.37;7648.18;50.00
93;6931.55;3853.96;5466.12;6431.03;7836.85;9439.21;33.30
97;3989.33;2606.92;2464.07;3219.32;4009.72;5690.56;44.40
98;5601.63;2939.91;3509.99;5164.70;5598.88;6840.24;37.50
99;8968.19;6605.60;7041.49;8568.51;10098.85;11242.09;19.00
100;7160.33;5464.23;5718.30;6873.97;7853.24;8742.80;13.30
101;4873.91;4085.84;5256.42;5503.41;4709.79;6337.72;57.10
102;4994.23;1572.00;2344.75;3600.78;5402.94;6566.95;84.60
103;3215.71;1771.50;2210.18;2773.77;3707.34;4551.21;26.70
104;3977.77;2381.61;2679.70;3250.43;4103.93;5241.49;47.50
105;4899.48;3980.41;4661.44;5817.24;0.00;0.00;0.00
106;4400.56;2710.67;3291.80;3666.69;4865.47;5458.43;92.30
108;4820.08;3249.41;4101.21;5026.84;5568.92;6143.70;0.00
109;4767.24;3689.37;0.00;0.00;0.00;0.00;0.00
110;4442.57;2984.21;3592.01;4347.42;5201.11;5585.47;33.30
111;5798.19;4662.09;5207.13;5539.32;6086.29;7398.85;0.00
112;3785.79;1158.96;2710.28;2245.02;3980.03;5931.36;64.30
113;5783.92;2497.70;3304.27;4842.71;6608.17;8261.50;68.50
114;6096.40;3928.09;2981.98;3640.98;4865.96;8111.55;70.00
115;5627.63;3155.45;5352.81;6881.07;6818.07;9312.60;78.20
117;3579.53;3401.75;3961.48;5240.18;6424.71;0.00;50.00
118;6721.59;5218.57;5420.53;7206.45;8282.82;0.00;52.90
119;7615.60;5318.92;5194.63;6568.88;9971.47;0.00;68.20
120;5762.71;2582.48;4349.70;5294.15;6681.12;9114.48;75.60
121;5774.69;3083.20;3491.66;4133.66;5780.59;7672.12;56.70
122;4274.61;2696.17;3287.80;3541.57;4569.08;4920.71;63.20
123;7368.06;5946.31;8103.72;0.00;0.00;0.00;25.00
124;5794.19;3071.64;3408.02;4380.02;5874.90;7289.64;59.70
125;4700.99;4222.14;4880.26;0.00;0.00;0.00;40.50
126;5403.58;2446.78;3535.30;4695.07;5784.07;6778.06;61.00
127;6927.61;6698.13;0.00;0.00;0.00;0.00;0.00
128;6950.47;5232.36;4648.45;4982.56;7189.38;9271.12;50.00
129;5733.28;2611.00;3571.84;4517.42;6186.99;7997.10;62.50
130;5723.72;3010.33;3420.45;4678.46;6124.59;7372.99;55.90
133;4889.19;2266.69;2975.20;4225.05;5096.49;6165.88;64.00
134;3518.00;2256.06;2709.30;3626.81;4124.92;4714.95;37.50
135;4644.50;2189.14;2328.32;4057.97;5664.44;0.00;80.00
136;6505.76;2805.21;3204.00;3991.02;5844.78;6206.59;52.20
138;5350.21;4057.93;4297.32;4807.67;5652.78;6950.69;64.80
139;5865.82;3024.54;2837.85;4643.71;6069.75;8090.79;84.30
140;6187.28;3094.78;3508.55;4974.48;6751.85;8235.77;79.30
141;5231.64;0.00;5131.01;0.00;0.00;0.00;68.00
142;4669.80;4442.05;0.00;0.00;0.00;0.00;63.60
143;6606.23;1316.24;1939.66;6047.75;8252.15;9960.08;60.00
144;6529.27;2923.92;4759.05;6498.74;0.00;0.00;52.90
145;5990.78;4050.81;4986.36;6605.59;6872.96;7980.76;23.30
146;5466.60;2912.21;3667.59;4050.23;5715.96;7067.72;58.50
147;4753.01;2356.82;3749.97;0.00;0.00;0.00;40.00
148;8227.66;4539.45;6103.17;7236.04;10071.92;11295.47;55.90
149;5120.88;5070.72;4540.23;7309.60;6327.82;6543.54;41.70
150;13964.16;9794.96;10906.43;14130.43;16095.82;20175.11;48.70
151;5005.18;3685.29;3376.73;4104.18;5010.37;6583.72;54.50
152;5959.97;4393.14;4437.43;5667.38;6428.57;7480.28;63.30
153;4889.19;2266.69;2975.20;4225.05;5096.49;6165.88;64.00
154;5870.78;2513.07;3512.44;4764.78;6370.32;7460.18;74.10
156;4929.26;3545.24;5287.86;4104.10;5395.53;0.00;38.90
157;4368.16;1985.07;3127.98;3881.90;4456.01;5955.13;52.90
158;4949.61;2179.51;3509.60;4442.97;5868.91;0.00;65.50
159;5577.16;2678.07;4061.24;4402.58;5930.12;7364.16;47.20
160;3806.01;2202.44;3189.32;4482.01;0.00;0.00;35.70
161;4821.78;1793.68;2674.74;4433.68;5953.55;0.00;33.30
164;5293.62;3934.26;4260.66;5352.41;5876.92;6423.43;37.20
165;5402.36;1633.96;2177.30;4331.34;6931.77;7209.92;36.80
166;5664.81;3912.94;4018.20;5282.34;6083.08;6396.55;41.40
167;5101.33;2364.07;3045.18;4274.74;5279.86;6449.10;65.80
168;5857.99;2210.62;2914.31;4327.76;6018.14;7682.68;52.70
170;3435.06;2378.42;2600.53;2767.03;3768.48;4647.00;45.80
171;4099.95;2233.05;2583.14;3371.13;4228.39;6218.56;26.70
172;5023.26;3156.12;3616.65;4219.89;5112.13;6434.25;80.90
174;4580.07;2519.40;3283.72;3529.21;5661.87;6802.78;45.80
175;4638.36;1503.73;2870.18;3478.92;4518.57;5754.50;33.30
177;5959.97;4393.14;4437.43;5667.38;6428.57;7480.28;63.30
178;4687.44;4460.81;0.00;0.00;0.00;0.00;0.00
179;5736.11;3016.56;3717.56;4913.51;6238.83;7511.37;62.30
180;2973.73;3067.61;4464.65;0.00;0.00;0.00;50.00
181;4878.62;2592.19;3167.97;3893.47;4769.13;6176.72;66.70
183;5664.81;3912.94;4018.20;5282.34;6083.08;6396.55;41.40
184;6794.09;3705.65;4713.01;6105.09;7761.37;9285.14;62.40
185;6216.74;4880.19;7308.92;0.00;0.00;0.00;63.00
186;4094.08;1830.95;3262.33;3392.57;4097.65;5133.93;70.60
187;4338.19;2284.56;2494.22;3476.14;4426.75;5624.42;62.50
189;7159.96;3874.85;6651.73;6446.03;7670.98;9171.11;86.40
190;4723.40;2035.37;2737.51;3764.50;4933.06;5538.51;85.70
191;4733.85;1298.23;2484.59;4067.63;4716.17;5801.88;81.40
192;3698.69;1433.59;1818.86;3080.09;3874.59;4556.17;68.20
193;4792.70;1950.30;3578.00;4197.43;4817.43;6195.59;63.20
194;4999.24;1805.62;2752.72;4026.48;5165.39;6334.23;89.80
195;4934.60;1480.77;1919.77;3888.80;5012.67;7192.43;81.20
196;5521.60;3259.16;4214.69;4934.60;5936.46;7036.71;65.70
197;2523.75;1550.75;2376.67;2265.27;2471.43;3553.79;21.40
198;3973.07;2355.36;2848.14;3662.15;4203.46;5020.86;54.50
199;4279.28;2589.72;3051.02;3658.07;4447.13;4996.41;50.00
200;3148.21;1652.71;1931.70;2485.37;3382.52;4198.52;54.20
201;4200.18;1832.11;2394.67;3815.66;4456.10;5718.91;52.10
202;4259.48;1474.12;1523.55;3770.45;4598.14;5615.42;56.90
203;4258.26;4148.41;0.00;0.00;0.00;0.00;0.00
204;2729.07;2723.78;0.00;0.00;0.00;0.00;0.00
206;5167.63;1541.64;2502.23;4650.12;5256.24;0.00;66.70
208;4792.70;1950.30;3578.00;4197.43;4817.43;6195.59;63.20
209;4310.28;0.00;1659.38;2722.26;3969.64;5782.02;70.00
210;4979.96;2418.96;3326.89;4401.47;5809.45;0.00;71.40
211;4434.73;1831.23;2317.40;3097.57;4509.83;5959.16;84.10
212;4339.83;1635.78;2708.98;3146.69;4400.65;5997.73;54.50
213;5258.33;4167.63;4966.23;5212.79;5283.87;6964.91;62.50
214;3606.38;1671.75;1252.79;2720.81;3791.45;4819.61;72.70
215;4985.71;4504.58;0.00;0.00;0.00;0.00;0.00
216;4140.79;4031.84;3423.63;4508.77;6258.50;8734.75;13.00
217;3541.72;1360.21;2079.61;3273.46;3342.97;4451.20;60.00
218;4140.79;4031.84;3423.63;4508.77;6258.50;8734.75;13.00
219;6279.59;3454.71;4455.57;5330.48;7060.02;8734.65;28.40
220;4369.23;2271.97;2825.40;3452.22;4586.50;0.00;80.00
221;4530.88;2347.72;3881.80;4336.59;5715.24;6707.09;0.00
222;4455.81;1923.31;2662.19;3436.29;4710.78;5976.69;72.10
223;4249.10;1797.31;2515.33;3532.08;4306.58;5402.57;70.10
224;5138.22;3053.83;3373.25;4495.14;5497.70;6662.98;34.50
225;4856.54;3164.27;3163.57;3441.23;5169.62;7291.25;47.60
226;3837.85;1875.82;2347.82;2613.33;3666.97;4987.95;54.90
227;3845.15;2778.41;3135.26;3614.53;3985.68;4888.35;57.90
228;3110.61;3259.83;3945.38;0.00;0.00;0.00;28.60
229;4205.78;2283.07;2340.69;3373.84;4311.37;5019.66;71.40
230;5053.61;3017.40;3558.12;4545.67;5577.83;6515.14;37.50
231;4024.56;3826.66;0.00;0.00;0.00;0.00;0.00
233;5053.61;3017.40;3558.12;4545.67;5577.83;6515.14;37.50
234;5035.59;2900.83;4148.03;5296.13;5733.02;6735.97;44.80
235;5685.05;3240.65;3812.26;5275.44;7011.22;7642.36;55.40
236;5994.58;3418.23;4564.35;5752.44;6828.45;8347.56;26.40
238;3762.91;2287.48;2847.55;3326.31;3947.62;5133.66;40.70
239;4954.28;2635.23;2603.76;3875.35;4814.76;6220.36;78.00
240;4094.08;1830.95;3262.33;3392.57;4097.65;5133.93;70.60
241;4437.80;1764.80;3061.60;3509.62;4297.98;5631.94;61.30
242;4338.19;2284.56;2494.22;3476.14;4426.75;5624.42;62.50
243;3552.00;2923.39;0.00;0.00;0.00;0.00;0.00
245;2987.46;586.60;1373.62;2780.40;3177.38;3541.25;78.60
246;2650.57;1658.35;1881.41;2615.43;2998.15;3821.58;35.70
247;2758.49;2039.70;1877.63;2429.10;3242.70;3852.17;50.00
248;4792.70;1950.30;3578.00;4197.43;4817.43;6195.59;63.20
249;9958.82;2961.18;4910.27;11503.60;12241.09;14253.03;0.00
250;5080.56;2452.40;2955.99;3520.19;5368.35;6797.98;47.60
251;3958.37;2091.79;2244.96;4110.08;4724.47;0.00;70.00
252;4830.13;2218.61;2956.91;3560.40;5067.29;6083.90;83.10
253;4286.64;2552.11;3149.19;3630.60;4706.16;5499.07;44.40
254;0.00;0.00;0.00;0.00;0.00;0.00;0.00
255;6357.61;2298.48;3923.06;5078.42;7719.34;9446.86;34.30
256;4286.64;2552.11;3149.19;3630.60;4706.16;5499.07;44.40
257;4737.11;2417.99;2860.74;3487.92;4883.02;6175.63;67.90
258;3579.48;1493.67;2735.79;3424.76;4897.83;0.00;37.50
264;4107.94;2878.63;2389.27;2861.53;3901.09;5493.34;50.00
269;3985.30;1398.58;1916.81;2815.01;3916.08;4951.81;57.90
270;4966.15;2561.00;3728.49;5310.20;0.00;0.00;41.70
272;3994.24;2383.50;3252.00;3676.01;5143.79;5217.60;70.60
273;4189.84;2102.59;2599.13;3369.70;4323.04;5678.84;56.20
274;4413.90;1693.74;2240.00;2829.05;4458.61;5781.45;60.60
276;4180.74;0.00;0.00;2824.46;3351.23;5038.04;80.00
277;3303.05;3148.32;0.00;0.00;0.00;0.00;0.00
280;3740.74;1528.55;2192.85;2985.58;3896.45;4935.58;56.90
281;4197.68;2272.46;2681.97;3161.90;4488.50;5410.64;76.10
282;4189.38;3161.29;3478.33;0.00;0.00;0.00;94.10
283;4499.03;2851.42;3257.03;3989.92;4859.40;6005.94;40.30
285;4473.32;3023.46;3989.37;0.00;0.00;0.00;41.20
286;3414.22;2662.47;2633.30;4012.64;0.00;0.00;63.60
287;7097.50;5799.11;7017.86;7908.21;0.00;0.00;38.90
288;4235.80;3437.92;4918.22;0.00;0.00;0.00;60.00
289;4072.96;3549.09;5034.81;0.00;0.00;0.00;72.70
290;4610.88;4074.74;4712.59;0.00;0.00;0.00;63.00
291;3805.94;2827.91;4149.22;0.00;0.00;0.00;16.20
292;4953.82;4628.30;5520.83;0.00;0.00;0.00;5.00
294;4190.18;3704.85;0.00;0.00;0.00;0.00;10.50
295;8075.02;6584.84;7533.84;8850.31;0.00;0.00;20.60
296;5908.93;4573.13;4909.33;0.00;0.00;0.00;50.00
297;4894.51;2801.19;4446.43;0.00;0.00;0.00;39.10
298;4862.77;2988.67;4922.39;0.00;0.00;0.00;45.00
300;4173.08;2794.52;4134.14;0.00;0.00;0.00;72.70
301;4862.77;2988.67;4922.39;0.00;0.00;0.00;45.00
303;4929.34;3747.04;4680.28;0.00;0.00;0.00;50.00
305;7805.64;6783.41;7940.54;8984.61;0.00;0.00;20.00
306;5825.27;4240.09;5905.08;0.00;0.00;0.00;62.50
307;7517.62;6645.70;8868.81;0.00;0.00;0.00;21.70
308;7262.81;5680.65;7794.10;0.00;0.00;0.00;6.50
309;5273.54;3874.65;4969.36;6039.83;0.00;0.00;47.10
310;3526.57;3035.18;4123.94;0.00;0.00;0.00;48.80
311;4679.68;3481.40;4473.06;0.00;0.00;0.00;45.50
335;8387.73;8190.24;0.00;0.00;0.00;0.00;0.00
338;6703.94;6626.08;0.00;0.00;0.00;0.00;0.00
340;3865.51;2061.96;3906.29;4366.70;0.00;0.00;41.20
341;5908.08;4462.04;5143.38;5247.90;6521.65;7921.14;25.00
343;4451.90;2240.38;2862.06;3491.22;4500.36;5567.27;64.60
344;5698.66;2435.89;2102.69;4153.00;5793.35;7414.68;65.20
345;4057.65;3016.89;3462.45;3647.14;4162.36;5791.02;61.10
346;3981.50;1804.37;2712.51;3308.02;4053.48;5345.43;55.60
347;3597.17;2172.79;2267.75;3462.06;3871.67;5545.76;50.00
348;3825.82;3210.21;3522.49;3910.91;4381.12;4354.63;93.30
349;4152.63;1427.84;1914.28;3356.20;4222.23;5442.95;60.90
350;4422.90;1743.71;2683.70;3339.22;4844.37;5695.34;55.30
351;3600.61;1817.44;2106.55;2815.76;3813.53;4634.03;65.50
352;4097.52;2152.21;2651.06;3598.18;4362.98;5342.49;36.70
353;4022.55;2575.69;3460.58;0.00;0.00;0.00;77.10
354;3967.41;3470.69;4148.05;0.00;0.00;0.00;20.00
355;3360.72;0.00;2317.82;4294.88;0.00;0.00;25.00
356;3063.58;2571.88;3021.55;2852.32;2946.71;3491.63;45.00
357;3410.00;1250.56;2204.29;2704.00;3471.63;4850.06;53.80
358;4057.65;3016.89;3462.45;3647.14;4162.36;5791.02;61.10
359;4013.34;1621.93;2447.95;3253.43;3956.50;5580.31;88.20
360;4610.98;2530.80;2740.08;3691.00;4856.75;6281.25;64.50
361;4057.65;3016.89;3462.45;3647.14;4162.36;5791.02;61.10
362;4725.31;1484.63;2873.23;4034.36;5342.37;6745.34;55.00
363;4525.11;2288.06;2835.62;3625.89;4859.01;5876.11;53.30
364;4267.73;2031.63;1768.01;3549.08;4704.54;0.00;80.00
366;3826.99;1878.18;1078.38;2954.08;3928.15;5285.35;90.00
368;4615.21;1822.51;2711.13;4285.77;5388.31;0.00;55.60
369;7500.54;4522.27;5894.93;7273.35;9473.88;10714.70;35.50
370;8326.56;4431.41;5842.12;7983.30;9276.77;12092.33;30.30
371;5766.60;2575.13;3641.77;4836.66;6423.93;7984.25;58.30
372;5262.65;2137.24;2100.45;3881.81;5428.35;6834.46;63.60
373;5216.79;3289.02;3072.86;3590.20;5571.87;7186.10;67.70
374;6218.65;3288.57;3641.86;5121.54;6851.78;7966.69;55.60
376;4746.47;3267.48;3562.00;4519.09;4987.38;5726.09;33.30
377;3991.22;2549.26;3142.40;3855.85;4448.19;0.00;42.90
378;4624.42;2996.15;3834.25;4685.92;5528.80;6442.92;52.90
379;5862.69;3306.93;3649.41;5393.85;7198.69;7285.85;41.20
380;6112.62;4208.07;4824.36;5865.39;7228.56;7955.09;16.70
383;4357.32;2089.62;2630.93;3609.32;4636.47;5887.55;65.70
384;3868.83;1987.06;2828.72;3258.40;3930.72;5302.72;46.70
385;3460.36;2060.29;2645.21;3076.86;3976.25;4758.02;54.30
386;4788.60;2919.82;3800.24;4690.51;5593.46;6680.33;0.00
387;4187.53;1844.01;2854.86;3823.14;4420.47;4984.24;36.40
388;4544.66;2573.61;3068.52;4335.34;5214.41;6259.12;48.70
389;4514.63;3227.08;3585.73;4012.06;5152.22;5721.73;40.00
390;4786.27;2861.41;3628.72;4475.26;5551.79;6742.52;0.00
391;4566.15;2462.89;3260.30;3648.48;4920.21;6287.83;63.00
392;3462.08;1475.96;1549.82;2468.40;3187.35;4475.30;80.00
393;3500.93;1471.68;1901.78;3063.55;3170.92;4299.18;61.50
394;3083.54;1064.38;1700.81;2703.71;3652.06;3499.62;50.00
396;4018.70;1855.66;2689.39;3350.27;4857.85;6654.17;0.00
397;2482.28;1890.92;3280.42;3248.37;0.00;0.00;0.00
399;2884.18;1875.35;2005.97;1841.89;3558.35;4006.80;40.00
400;3787.26;2102.78;2708.41;3175.87;3894.43;4560.85;58.80
401;4729.00;2393.60;3090.33;4089.90;5255.83;6968.07;0.00
402;6552.70;3291.82;4579.32;6242.17;8126.79;9573.81;50.00
403;5015.04;3025.26;3166.78;4948.57;6270.81;0.00;70.80
404;4310.09;3465.81;3949.61;3922.67;4272.59;5351.22;23.80
405;3580.98;2121.21;2714.25;3309.16;3645.26;4453.10;60.00
407;3283.17;2407.38;2685.98;3483.70;3513.62;4716.45;8.30
408;3326.03;1789.75;4510.23;4193.18;0.00;0.00;57.10
409;4224.90;2723.25;3355.55;3919.18;4763.03;6002.26;54.40
410;4498.81;1547.35;3212.10;3391.37;5180.06;5642.00;30.80
411;3245.85;1673.60;1971.24;2702.74;3653.72;4576.59;60.00
412;3860.31;1938.23;2133.73;3148.39;4142.37;5527.90;80.00
413;6299.82;5401.07;5480.72;6415.73;6522.41;7316.92;45.50
415;4037.08;1889.32;2135.74;2668.80;3644.14;5300.13;73.70
417;6299.82;5401.07;5480.72;6415.73;6522.41;7316.92;45.50
418;4491.73;1848.35;2508.92;4212.62;5238.71;7629.03;80.00
419;3361.95;1396.59;1148.68;2330.40;3394.10;5137.79;80.00
421;3447.21;2286.31;2692.48;3626.62;4668.94;4910.93;33.30
422;3652.31;1964.40;2631.68;2969.81;4004.10;4846.86;52.10
423;3876.39;2283.87;3085.76;3631.30;4277.53;5107.65;0.00
425;3258.26;1560.30;1928.68;2322.47;3883.26;4207.20;40.50
426;3710.33;3228.67;3925.37;0.00;0.00;0.00;52.60
427;4166.99;3679.28;4111.93;0.00;0.00;0.00;48.50
428;5230.29;4833.42;0.00;0.00;0.00;0.00;10.00
429;3334.14;3095.24;3775.44;0.00;0.00;0.00;5.00
430;4715.85;3912.58;5508.58;0.00;0.00;0.00;18.80
431;4290.15;1514.85;1798.28;3190.22;4721.39;5801.65;70.00
432;3134.67;2488.06;2267.65;0.00;0.00;0.00;31.20
434;6299.82;5401.07;5480.72;6415.73;6522.41;7316.92;45.50
435;3354.73;1646.42;2539.36;2502.09;2953.79;4686.94;25.00
436;4140.14;1614.56;2182.59;3276.05;3929.26;5779.15;80.00
437;3969.76;1510.36;2848.96;4120.80;4819.27;5675.27;66.70
438;4101.87;1421.22;2631.67;3349.81;4985.55;5907.06;41.70
440;4758.07;3328.75;4115.92;3420.10;4952.84;0.00;60.00
441;2689.53;2598.59;0.00;0.00;0.00;0.00;0.00
442;4042.30;2718.41;2094.01;4299.90;4317.25;0.00;72.20
443;3713.91;1880.62;2914.51;3027.94;4333.74;4965.81;67.50
444;3101.68;1694.07;2041.31;2699.35;3420.33;4040.97;42.10
445;4413.89;3035.11;3888.05;4634.73;5260.78;0.00;50.00
446;3701.20;1903.07;2321.94;3034.75;3608.75;4465.13;57.40
447;3974.01;3470.92;3638.47;4060.00;4488.91;4691.75;48.40
448;4144.41;1413.39;2575.26;3117.11;4253.74;5283.12;45.50
449;3493.21;1868.92;2402.91;2931.57;3490.31;4432.14;68.40
451;3578.25;2041.94;2616.42;3362.99;3695.99;4715.34;56.00
452;3843.40;1906.75;3061.90;3215.19;4536.67;5397.20;40.00
453;2642.15;1380.00;2418.81;2313.82;2950.04;4036.27;0.00
454;3635.32;2376.91;2891.95;2702.35;3433.11;4438.32;50.00
455;6299.82;5401.07;5480.72;6415.73;6522.41;7316.92;45.50
456;4320.86;3099.35;3242.30;4084.53;4899.19;5968.70;0.00
457;5343.89;3722.64;4307.18;5935.58;6322.47;0.00;20.00
458;4900.50;3111.56;3654.90;5016.13;0.00;0.00;76.10
459;4033.35;2031.96;2536.70;3420.90;4219.39;5161.62;69.10
460;2877.81;1392.95;1695.45;2045.07;2652.17;3608.41;65.50
461;3524.24;1942.55;2278.44;2944.04;3579.40;4090.16;88.20
462;3665.88;1471.21;1888.11;2912.41;3699.67;4531.79;85.00
463;4663.12;2615.71;3069.07;3915.75;5044.86;0.00;58.30
464;3706.17;1621.97;2360.13;3410.22;3585.09;4447.01;83.30
465;4024.44;3088.31;2661.68;4040.29;3967.34;5586.13;62.50
466;3509.67;1366.46;1608.80;2933.90;3595.52;4442.55;82.10
467;3625.56;1477.85;2068.77;2965.16;3909.93;4987.84;72.30
468;3693.10;2213.25;2480.84;2977.40;3775.78;4892.10;74.50
470;4246.03;2073.40;2232.65;3455.78;4278.22;5325.83;83.30
471;2990.28;1216.48;1718.12;2477.06;3424.46;3876.58;86.40
472;4582.05;3178.28;3256.91;0.00;0.00;0.00;45.50
473;4024.44;3088.31;2661.68;4040.29;3967.34;5586.13;62.50
474;4314.31;1490.43;2210.70;3498.36;4603.21;5209.46;91.40
475;2891.05;1338.69;1420.02;2448.15;3612.53;3926.37;68.20
476;2533.74;1940.59;1914.37;2782.01;3246.28;0.00;53.30
477;4594.55;2158.08;2369.39;3416.19;4686.68;6083.32;86.50
478;4143.36;3028.31;2981.64;3733.99;4636.06;0.00;54.50
479;3524.18;1978.43;2319.66;3066.76;3660.33;4399.50;61.80
480;4024.44;3088.31;2661.68;4040.29;3967.34;5586.13;62.50
481;4570.81;1781.29;2846.41;4685.98;5652.25;0.00;57.10
482;5245.33;1783.39;3803.44;5204.21;6138.90;0.00;80.60
483;4440.49;1721.02;1539.23;3236.92;4577.27;5185.34;82.10
484;4537.37;1425.07;2292.44;3419.61;4505.50;5649.65;78.60
485;4995.22;3230.67;4229.39;4598.35;5182.07;6982.99;35.70
486;5130.62;2202.74;2614.84;4239.15;5187.45;6292.51;83.30
487;4121.90;2711.06;5099.45;0.00;0.00;0.00;7.70
488;3438.04;3177.48;2625.17;3776.51;4700.03;5862.31;10.00
489;5048.87;2222.86;2613.50;4317.84;5345.71;6104.05;85.20
490;3897.97;1507.39;2163.39;3278.10;4760.58;0.00;75.40
491;3926.53;1692.04;2420.01;3337.91;3832.76;5034.34;59.60
492;6049.76;2835.05;3706.09;5002.27;6692.33;7627.61;70.00
493;4005.93;3273.79;3631.46;3514.29;3983.91;5406.87;0.00
494;3970.92;3115.88;3018.62;3580.26;4648.52;5427.46;10.50
495;5259.07;2256.49;3493.52;4611.38;5896.33;7164.55;57.50
496;4981.48;3273.42;3818.18;4770.96;5748.97;0.00;57.90
497;4859.01;2255.56;3020.88;3958.18;4957.84;6343.84;69.40
499;5321.33;1817.07;3016.84;4138.46;5757.08;7169.31;72.70
500;4628.13;2050.38;2843.65;3553.58;4130.41;5749.31;60.00
501;4487.19;2180.69;2490.71;3701.53;4855.46;5738.19;77.50
502;4679.96;1894.33;3065.41;3882.68;4648.84;5799.01;68.40
503;4578.23;2753.23;2404.85;3872.13;4740.51;5531.03;62.20
504;5013.41;2324.15;2828.78;4002.37;5048.65;6508.08;71.20
505;4781.29;1397.09;2389.66;3677.15;5305.45;6409.75;60.70
506;4781.29;1397.09;2389.66;3677.15;5305.45;6409.75;60.70
507;4970.61;3104.77;3344.30;4519.97;5479.24;6666.47;64.00
508;4565.08;2341.92;3121.51;3863.31;4966.41;6064.54;65.90
509;4627.30;2224.51;2914.04;4007.21;4836.41;5964.46;84.70
510;6361.48;2301.87;3243.59;5119.07;7294.59;8042.32;73.30
511;3949.83;1671.27;2393.11;3207.61;4601.56;0.00;60.90
512;4768.84;2660.13;4274.25;5124.47;6178.09;6315.41;0.00
513;5957.08;3746.00;4232.37;6234.02;7571.82;7738.21;23.10
514;5384.04;3107.93;3697.69;4409.89;5701.56;6621.97;61.80
515;3923.88;2321.31;2522.04;3290.68;3974.63;4888.21;54.50
516;4353.34;1963.69;2551.25;3635.93;4686.42;5396.73;70.60
517;4460.44;1869.25;3177.81;3722.33;4801.13;6361.53;54.50
518;5260.85;2251.02;3328.71;4443.93;5286.45;7053.16;35.70
519;3835.67;1690.53;1748.90;3127.54;4037.22;4935.77;69.40
520;5159.42;2629.10;3568.64;5658.85;0.00;0.00;83.30
521;4735.44;1879.84;2511.90;4002.63;4951.26;5758.03;78.10
522;3792.84;1739.30;2302.84;3307.83;4022.36;4799.31;84.00
523;3934.27;598.73;2099.47;3755.24;5644.96;6567.97;87.90
524;4530.76;1140.83;2113.93;3813.50;5009.91;5994.94;85.90
525;5058.14;1882.73;2626.22;3605.52;5395.24;6673.18;40.00
526;6513.93;4022.84;6209.46;0.00;0.00;0.00;21.10
527;4378.80;2790.67;2485.16;4025.14;5797.26;7366.38;47.60
528;5339.40;2594.38;2651.68;4070.37;5458.16;7309.87;75.00
529;6361.48;2301.87;3243.59;5119.07;7294.59;8042.32;73.30
530;2891.74;1335.55;1843.78;1810.91;2884.91;4003.97;61.90
531;3362.76;1356.60;1967.54;2516.81;3288.78;4200.71;65.70
532;3939.99;2675.40;3544.38;3119.00;3983.59;4782.50;48.10
533;3633.98;1775.74;2283.27;2912.15;3837.19;4533.94;48.60
534;4342.01;2059.43;2624.29;3118.75;4361.84;5656.78;52.10
535;4342.01;2059.43;2624.29;3118.75;4361.84;5656.78;52.10
536;2856.05;1707.07;2189.10;2140.49;2603.31;3564.95;44.00
538;4485.24;3050.24;3679.93;4768.18;0.00;0.00;61.10
539;3695.65;1887.75;2607.93;3214.11;3580.78;4416.38;39.50
540;4079.40;1786.64;2965.14;3419.24;4062.76;4828.28;68.80
542;4443.99;1203.34;2185.63;3181.78;4684.63;0.00;38.50
