id;avgInc;incY1;incY2;incY3;incY4;incY5;pass
957;3535.51;1502.34;1591.80;2516.30;3702.06;5288.18;76.50
958;3560.65;2665.56;3031.81;3397.94;3791.54;4178.62;43.20
959;3926.18;2446.98;3082.92;3789.95;4604.26;5368.91;0.00
960;6264.90;3072.57;5060.39;7484.19;6503.71;7980.94;33.30
961;6955.35;3705.96;5183.64;7103.09;7432.91;8465.47;82.50
962;3795.47;2978.00;3232.17;3272.09;4108.63;4759.60;69.20
963;5341.86;3259.00;4627.32;5474.06;5503.59;6667.96;82.00
964;4315.41;3209.06;4797.23;0.00;0.00;0.00;36.40
966;5188.05;2568.89;3973.41;3997.17;5141.99;6582.71;53.30
967;3296.56;2759.82;3668.22;0.00;0.00;0.00;67.70
968;3233.98;1974.59;3448.17;0.00;0.00;0.00;57.80
969;8432.35;4888.08;6702.04;7958.43;9819.78;11295.25;50.00
971;4055.69;1711.05;2879.05;3381.33;4413.79;4887.19;71.90
972;4834.96;3819.98;5069.86;0.00;0.00;0.00;30.60
973;3842.37;2400.15;2511.92;4161.21;0.00;0.00;62.50
974;4834.96;3819.98;5069.86;0.00;0.00;0.00;30.60
975;3946.90;1596.28;2310.24;3639.88;4897.30;0.00;86.70
976;4019.22;2228.18;2177.87;2904.32;4351.19;5129.33;75.00
977;3801.15;1804.52;1530.47;3033.52;3878.38;5097.34;100.00
978;3385.44;934.89;2215.14;3072.26;4009.24;5187.64;91.70
979;4343.55;1919.71;2968.31;3398.14;4179.00;5493.81;74.10
980;4801.54;3028.58;3756.14;5342.22;0.00;0.00;77.80
983;5905.11;3287.36;4675.97;6294.22;7194.09;0.00;68.30
984;4307.41;2562.82;3099.02;3525.60;4787.61;5685.30;60.00
985;6345.05;2716.64;3996.43;5233.46;6814.98;8577.83;78.30
986;4566.96;1882.47;2599.86;3654.55;4620.09;6119.16;77.60
987;4496.02;3838.12;4984.38;0.00;0.00;0.00;43.80
988;5158.49;2339.46;3249.12;4196.63;5549.10;6757.75;77.60
989;4395.75;2430.07;3364.71;3871.79;4945.68;6086.11;49.20
991;4395.75;2430.07;3364.71;3871.79;4945.68;6086.11;49.20
992;5408.35;2312.54;3982.30;4770.05;5987.20;0.00;72.70
993;4689.96;2951.81;5210.45;0.00;0.00;0.00;55.30
994;4207.26;2317.32;3368.26;3760.44;4424.72;5138.96;68.40
995;5076.46;2705.19;3384.77;4115.21;5097.73;6528.64;82.10
1079;4270.47;2672.19;3599.28;4065.37;4866.52;6634.39;65.40
996;4015.37;2073.27;2877.66;3388.40;4403.62;5194.59;54.50
997;3500.01;1288.06;2138.87;2333.57;3160.25;4525.71;72.20
998;4654.11;2271.83;3660.82;3729.26;4318.95;6417.82;70.60
999;7556.91;6695.98;8314.34;0.00;0.00;0.00;33.30
1000;4096.99;1950.14;2831.41;3313.00;4232.74;5392.80;60.00
1001;7639.24;4354.03;5653.54;6679.59;8579.33;10667.75;55.00
1002;4290.52;2300.92;3402.31;2932.18;4153.31;5576.46;80.00
1003;6609.81;3202.92;4461.52;5412.71;7320.34;9199.01;67.20
1004;4168.71;2408.07;3109.99;3596.08;4419.29;5384.78;62.50
1005;4825.24;3129.27;3138.04;4186.40;4938.72;7083.12;50.00
1006;5929.92;4183.47;5033.27;5267.53;6644.40;7431.81;48.10
1007;4479.40;1921.67;2551.89;3230.84;4447.49;5562.92;57.10
1008;4286.16;3890.74;4657.43;0.00;0.00;0.00;78.60
1009;3410.63;2425.99;2559.02;2961.30;3656.09;4135.70;46.70
1010;4642.47;2297.19;2815.52;3600.60;4984.42;6611.86;61.10
1011;4483.57;2369.95;2820.87;3691.67;4764.16;5715.39;71.40
1012;4230.58;2429.21;3139.04;3757.98;4575.49;5626.56;59.20
1013;3073.61;1590.53;2089.37;2427.34;3041.67;4306.19;58.60
1014;5993.27;4506.60;5501.57;5658.16;7051.54;7944.43;0.00
1016;5434.89;4800.12;5048.00;4822.01;5597.86;6369.62;0.00
1017;3954.88;2073.30;3060.54;3868.90;4687.33;4540.40;56.50
1018;2781.40;1078.62;1528.12;2237.90;3090.92;3501.38;80.00
1019;3323.16;1857.28;3491.51;0.00;0.00;0.00;39.40
1020;4481.10;2648.02;3022.07;3871.87;4964.40;5522.46;82.90
1021;4372.31;2552.96;3083.46;3419.38;4481.18;5478.95;63.80
1022;6225.95;3416.21;4368.68;5396.93;7058.36;8164.07;80.60
1023;3934.66;3622.17;4020.95;0.00;0.00;0.00;69.70
1025;2347.37;1955.21;0.00;0.00;0.00;0.00;0.00
1027;3433.66;1563.40;2158.23;2746.81;3730.06;4282.08;62.50
1029;6225.95;3416.21;4368.68;5396.93;7058.36;8164.07;80.60
1030;3521.75;2408.62;2160.59;2905.48;3435.08;4198.60;80.50
1031;4652.53;3775.12;5925.45;5893.25;0.00;0.00;32.40
1032;3343.07;1465.82;1870.94;2597.92;3692.81;5558.09;71.40
1033;3076.40;1605.65;4148.81;0.00;0.00;0.00;54.50
1034;3317.14;2205.58;2429.58;0.00;0.00;0.00;72.00
1035;3433.66;1563.40;2158.23;2746.81;3730.06;4282.08;62.50
1036;3344.00;2695.28;3514.62;0.00;0.00;0.00;58.60
1037;3896.31;1729.22;1861.70;2632.08;3287.30;5050.34;70.00
1038;3291.79;1278.82;1261.92;2679.55;3010.20;3973.37;84.20
1039;3342.72;2772.64;3512.93;0.00;0.00;0.00;41.70
1040;3489.09;2006.31;2263.01;2874.61;3651.88;4629.79;46.00
1041;3665.17;1407.18;2370.13;2422.30;3592.86;4527.70;72.90
1042;5285.96;3258.66;3808.77;4887.86;5860.55;7110.18;61.00
1043;2247.41;1384.52;1833.60;2590.49;2838.41;3047.92;0.00
1044;4804.27;2156.66;3495.86;3347.32;4571.63;6144.30;70.00
1046;4174.77;1654.76;1848.52;3659.20;5285.02;0.00;84.90
1047;2486.18;1075.02;1908.11;2484.93;2806.52;3308.02;76.90
1048;3882.80;1648.49;2879.66;3475.44;4415.36;4880.66;51.20
1049;4517.46;3518.09;4896.84;0.00;0.00;0.00;18.80
1051;5438.05;3130.73;3411.55;4793.91;6164.73;0.00;66.70
1053;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054;3768.81;4207.57;0.00;0.00;0.00;0.00;0.00
1055;2076.11;3122.01;1277.07;1892.35;2750.13;2820.01;50.00
1056;3108.00;1423.04;2827.33;2468.19;3038.23;3955.25;83.30
1057;2822.55;974.81;0.00;1646.97;2890.67;3357.64;83.30
1058;2884.35;1852.21;2253.97;2002.46;2627.45;3264.37;54.50
1059;3535.94;2245.22;3171.27;0.00;0.00;0.00;56.20
1060;2738.51;1757.06;1574.99;2148.14;3200.27;3394.95;37.10
1062;3665.17;1407.18;2370.13;2422.30;3592.86;4527.70;72.90
1063;5188.05;2568.89;3973.41;3997.17;5141.99;6582.71;53.30
1064;5028.09;2473.59;3768.94;4048.07;5450.95;7535.23;40.40
1065;3888.97;1763.32;2749.71;3921.21;4130.23;5071.11;59.10
1066;4523.46;1520.54;1912.69;3735.18;4780.79;5444.17;53.30
1067;3274.08;2255.28;2195.18;2839.88;3731.57;4097.68;33.30
1068;3379.06;1077.99;1808.41;2618.25;3169.43;3702.56;75.00
1069;4497.02;2401.18;2984.52;3642.76;4527.17;5811.56;66.70
1071;4178.16;2760.61;3832.46;0.00;0.00;0.00;48.80
1072;6051.33;3566.62;4605.04;5489.00;7360.57;8549.50;28.60
1073;4352.20;2450.61;3320.45;3509.66;4563.02;6214.46;49.00
1074;7734.47;4826.42;5114.99;6657.39;8417.94;9988.58;17.60
1075;4516.78;2349.89;2779.97;3247.38;3760.89;5810.82;80.00
1076;3302.59;764.80;1485.20;1991.38;3062.95;3924.02;76.50
1077;6051.33;3566.62;4605.04;5489.00;7360.57;8549.50;28.60
1078;4879.88;2142.56;2523.09;3862.49;5756.45;6295.94;65.20
1080;4822.03;3220.54;3933.01;4463.95;4722.71;6012.79;40.00
1081;3660.73;1575.53;1649.74;2882.18;3855.67;4338.19;76.90
1082;3747.62;1498.98;1767.59;2965.04;3803.72;4442.63;82.80
1083;3900.35;2312.20;3161.48;3590.02;4659.11;5320.79;58.30
1084;5102.66;1858.31;1798.98;2870.09;4750.99;5643.76;92.30
1085;3736.25;1808.77;2025.52;2221.49;3416.10;4586.30;81.20
1086;3460.75;1514.08;2191.48;2825.44;3549.37;3790.76;81.00
1087;3839.25;2016.68;1996.64;3021.58;4019.75;5061.49;80.00
1088;3500.01;1288.06;2138.87;2333.57;3160.25;4525.71;72.20
1089;3211.13;1407.82;1922.76;2358.57;3338.65;3895.60;75.90
1090;3971.86;1758.17;1847.85;2860.14;4107.45;5304.40;77.60
1091;3918.92;2165.41;2470.06;2934.10;4480.42;5123.88;61.10
1092;3937.19;2026.04;2215.99;3026.32;4613.32;0.00;71.60
1093;3567.79;2232.23;2562.13;3143.64;3734.05;4471.68;66.80
1094;3527.50;750.43;1694.05;2715.71;3341.91;4037.09;85.70
1096;4244.27;2756.23;3285.62;3724.62;4543.65;6010.83;82.80
1097;2939.53;1651.07;2339.09;0.00;0.00;0.00;75.60
1099;3073.61;1590.53;2089.37;2427.34;3041.67;4306.19;58.60
1100;3335.97;2820.71;0.00;0.00;0.00;0.00;0.00
1101;4580.66;3509.01;3968.15;4437.67;4988.81;5647.26;60.70
1102;5625.13;4275.95;4924.03;5081.67;5989.58;7824.53;0.00
1103;2756.23;1883.39;1876.92;2861.73;3351.50;3136.60;62.50
1104;4124.69;2396.20;3203.73;3855.61;4676.36;5811.27;0.00
1105;6060.38;1856.01;2958.64;4075.35;6385.23;7856.59;74.40
1106;3807.22;1366.98;1941.23;2611.99;3774.33;4980.37;92.90
1107;10735.53;5592.42;8399.80;14331.97;0.00;0.00;0.00
1108;4099.20;2138.52;2876.52;3877.37;4436.76;4614.51;78.40
1109;7184.23;3880.24;6650.63;6980.44;7135.00;8645.19;75.00
1110;6281.86;2633.96;6381.66;5961.96;6510.25;7006.15;32.80
1111;4320.05;1862.53;2660.56;3669.36;4922.89;6167.88;56.80
1112;3258.21;1884.17;2321.54;2072.31;3033.08;3889.73;58.60
1113;5086.71;3775.80;4059.36;4116.22;5538.84;6793.53;61.30
1114;3728.61;2779.43;3261.52;3549.48;4247.16;5007.28;50.00
1115;4181.04;2190.04;2732.85;3286.31;4359.33;5601.50;59.80
1116;3368.62;1949.36;1547.96;2152.80;2821.62;4059.07;70.60
1117;4214.68;2574.49;3515.40;5354.81;6416.63;0.00;37.50
1118;3243.98;2217.09;2746.60;3119.43;0.00;0.00;7.70
1119;6075.82;5153.36;7105.65;6742.94;0.00;0.00;15.40
1120;3444.86;2677.65;0.00;0.00;0.00;0.00;0.00
1121;5303.38;3856.43;7264.71;5771.96;0.00;0.00;37.50
1123;3117.70;2118.99;2758.25;3416.01;3986.45;0.00;45.20
1125;4521.82;2123.71;2831.93;3600.30;4931.44;6055.91;48.30
1126;6681.91;3743.31;6066.18;6231.72;7449.12;8351.18;67.30
1127;3678.81;1940.79;2852.35;3472.14;3844.82;5014.17;57.10
1128;9407.98;8401.04;10465.83;12929.42;0.00;0.00;20.00
1129;5657.38;2940.23;4700.78;4345.61;5510.42;6938.04;35.00
1130;3113.22;1014.95;1848.16;2181.95;3623.04;4168.37;78.30
1131;4208.80;2608.29;3029.29;3675.94;4629.66;5398.07;60.00
1133;4190.61;2687.46;3174.26;3471.15;4418.21;5371.39;65.70
1134;4780.94;2315.55;3017.50;3969.23;4910.53;5764.92;67.40
1135;4329.30;2622.38;3225.91;3577.22;4813.80;5875.64;58.30
1137;4168.71;2408.07;3109.99;3596.08;4419.29;5384.78;62.50
1138;5268.02;2229.24;3130.73;4420.51;6546.08;8080.61;37.50
1139;5151.37;4464.74;0.00;0.00;0.00;0.00;0.00
1140;4289.72;1882.08;2590.70;3858.00;5070.99;5874.40;64.00
1141;5447.81;4805.00;6186.03;5803.66;0.00;0.00;30.80
1142;4504.47;2909.86;3549.90;4082.51;5010.45;6468.77;59.00
1144;4193.26;1927.13;2096.36;3247.51;4322.44;5489.26;59.30
1145;3597.20;1617.45;1597.78;3012.53;3695.93;4861.73;92.20
1146;4607.54;2400.21;3041.09;3414.94;4852.88;6259.50;69.40
1147;4537.12;2046.74;2658.72;3228.30;4276.85;5921.79;56.50
1148;4672.34;2015.96;2818.60;3686.68;4919.90;6174.27;71.90
1150;3739.85;1783.40;2011.13;2981.36;3869.85;4507.94;55.90
1151;2923.48;1444.66;1011.42;2485.27;3722.98;4368.30;97.70
1152;4694.80;2394.14;1516.11;3036.45;4133.13;5547.59;53.80
1153;3805.31;2311.37;2404.88;2487.26;3709.24;5187.99;66.70
1154;4627.49;2344.25;3255.58;3542.67;5036.39;5769.92;29.60
1155;3573.81;1911.25;2453.97;3062.84;3798.46;4621.20;68.40
1156;3390.95;1933.00;2192.75;2593.06;3759.46;4611.40;53.30
1157;3772.60;1560.42;1790.60;2864.90;3816.58;4835.35;74.00
1158;5096.91;2539.21;2057.24;3624.35;5224.24;6446.55;76.90
1159;3702.14;2649.23;3102.35;3830.74;4663.69;5205.40;0.00
1160;4840.97;3117.62;3936.42;3583.89;5003.65;6338.84;58.50
1161;5096.91;2539.21;2057.24;3624.35;5224.24;6446.55;76.90
1162;5511.69;2002.57;1986.46;4445.84;5465.39;6599.15;89.50
1163;3772.60;1560.42;1790.60;2864.90;3816.58;4835.35;74.00
1164;3909.36;3915.74;0.00;0.00;0.00;0.00;0.00
1165;6123.78;2717.88;3435.24;4423.12;6841.00;7923.22;58.60
1166;5137.63;2226.44;2844.53;4357.53;5693.81;6810.43;88.90
1168;7924.80;5105.37;5945.38;8331.57;10783.11;12046.42;26.70
1169;5577.57;3475.53;4008.34;3810.23;5177.99;7043.93;60.00
1170;4679.44;0.00;0.00;2703.30;4213.10;5501.35;70.00
1172;6765.84;3282.88;3624.25;5870.43;7439.93;8587.27;71.60
1173;4573.83;1321.36;2216.28;3627.24;4443.33;5647.54;54.50
1174;6255.11;3036.06;4058.39;4927.66;6288.93;7976.14;66.00
1175;4691.65;2781.55;3182.96;2894.33;4529.73;5951.43;70.60
1176;7419.55;6373.91;0.00;0.00;0.00;0.00;36.40
1177;3597.39;2103.58;2387.49;3069.10;4058.54;5473.76;50.00
1178;5099.46;0.00;0.00;3453.32;4639.41;5508.39;80.00
1179;6255.11;3036.06;4058.39;4927.66;6288.93;7976.14;66.00
1181;7419.55;6373.91;0.00;0.00;0.00;0.00;36.40
1182;4530.37;3223.31;3580.89;3768.34;4496.71;5725.68;53.80
1183;7282.37;3643.69;4663.05;5833.00;7931.52;9370.95;64.30
1184;4530.37;3223.31;3580.89;3768.34;4496.71;5725.68;53.80
1186;4546.60;1349.05;2329.61;3682.50;4893.69;5889.64;57.10
1187;6401.05;2594.01;3549.12;4958.28;6825.14;8428.40;58.20
1189;6255.11;3036.06;4058.39;4927.66;6288.93;7976.14;66.00
1190;4521.21;2865.94;3269.24;3792.41;4546.25;5912.12;70.80
1191;7862.49;5139.99;5853.46;7228.83;8016.71;0.00;22.20
1194;4768.20;1945.42;2848.92;3792.08;4577.75;6286.49;69.40
1195;5622.45;4022.16;4391.50;5320.24;6520.91;7603.96;43.50
1197;5824.97;2217.87;3552.88;4842.98;6418.18;7730.73;57.90
1199;5388.06;4435.51;0.00;0.00;0.00;0.00;31.00
1200;5515.75;2579.81;3472.35;4388.17;6049.52;7176.41;53.60
1203;3616.27;2868.89;3264.33;3424.08;3509.68;4373.56;45.50
1204;9144.90;5812.02;6491.34;7811.18;9739.20;12100.89;50.90
1207;5880.97;4829.34;5326.04;5482.40;6521.87;7057.93;0.00
1208;5096.91;2539.21;2057.24;3624.35;5224.24;6446.55;76.90
1210;3424.26;2485.22;2947.18;3913.28;5628.75;5286.26;0.00
1211;6395.83;4541.21;7637.89;0.00;0.00;0.00;57.90
1212;4958.29;2542.57;3320.37;4061.73;5032.55;6496.40;57.40
1213;5534.39;3441.57;4725.65;5208.23;6751.09;7523.70;44.00
1214;5894.65;3930.14;4679.04;5593.85;6448.67;6946.37;72.70
1215;4431.59;3064.64;2996.41;3798.94;5481.04;6289.14;40.00
1216;5509.91;3047.14;3649.93;4804.66;5537.57;6504.27;47.10
1217;6123.78;2717.88;3435.24;4423.12;6841.00;7923.22;58.60
1218;3415.79;1385.09;1748.65;2632.36;3914.09;4410.49;75.00
1219;3681.15;2562.52;3309.43;0.00;0.00;0.00;75.00
1220;3155.79;1921.47;3361.21;0.00;0.00;0.00;10.00
1222;3634.67;1301.59;1064.40;2376.19;3729.16;4594.83;35.70
1223;3217.21;1992.96;2285.71;2654.38;3270.13;3973.13;34.20
1224;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1225;3536.39;2037.38;2589.28;0.00;0.00;0.00;66.70
1226;3021.04;1553.20;2007.05;2406.40;3026.34;3881.94;78.70
1227;4286.48;2813.87;3494.92;4083.74;4987.26;5513.35;24.00
1228;3681.15;2562.52;3309.43;0.00;0.00;0.00;75.00
1229;3115.37;2137.24;2484.05;2874.87;3267.26;4407.82;43.80
1230;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1231;3918.97;3140.47;3182.48;3908.69;4950.29;5534.88;51.60
1232;3512.79;2207.16;2870.99;3147.90;3834.71;5094.21;35.30
1233;4104.31;3005.72;3824.41;4645.89;0.00;0.00;0.00
1234;4002.17;3254.56;2989.67;3919.98;5225.73;6241.71;31.80
1235;3480.47;1015.59;1455.03;2067.23;3066.43;5323.41;66.70
1236;2724.29;1579.10;1474.87;2224.54;2798.71;3635.57;38.90
1238;2431.37;1675.59;1849.42;2416.35;2628.99;3440.31;50.00
1239;3021.04;1553.20;2007.05;2406.40;3026.34;3881.94;78.70
1240;3681.15;2562.52;3309.43;0.00;0.00;0.00;75.00
1241;2201.76;1487.85;1838.43;2206.53;2381.48;2787.46;45.50
1243;4949.68;3694.59;4537.61;5560.26;6342.55;6817.95;13.60
1245;3512.79;2207.16;2870.99;3147.90;3834.71;5094.21;35.30
1247;3021.04;1553.20;2007.05;2406.40;3026.34;3881.94;78.70
1248;4286.48;2813.87;3494.92;4083.74;4987.26;5513.35;24.00
1249;6100.53;3136.04;3753.03;4602.94;6199.07;8219.76;47.10
1250;2945.97;1857.83;2315.13;2502.49;2797.53;3999.90;40.70
1251;4104.51;1580.33;2217.33;3089.98;4515.03;5719.84;58.20
1252;3115.37;2137.24;2484.05;2874.87;3267.26;4407.82;43.80
1253;4756.62;3269.00;3495.21;3683.20;5226.83;5843.80;42.10
1254;4265.74;1406.41;2033.75;2920.28;4034.74;5404.75;85.40
1255;4070.83;1758.59;6003.37;0.00;0.00;0.00;57.10
1256;3918.97;3140.47;3182.48;3908.69;4950.29;5534.88;51.60
1259;3742.75;2032.20;3085.69;3631.92;4511.63;0.00;0.00
1260;4604.68;0.00;0.00;3670.38;4698.52;5395.21;48.10
1261;8303.71;8061.58;0.00;0.00;0.00;0.00;42.90
1263;4002.17;3254.56;2989.67;3919.98;5225.73;6241.71;31.80
1264;4559.73;3427.19;3600.99;4331.13;5336.52;5996.38;45.50
1266;6801.05;3798.85;5276.68;5729.36;7351.01;8400.93;50.00
1267;3883.68;3176.55;4675.68;2426.89;2637.47;2822.23;40.00
1268;6433.30;4635.69;4526.23;5192.76;6404.73;8626.17;46.20
1269;4015.68;2117.21;1695.97;3103.22;4064.40;5760.07;73.90
1270;4523.30;2601.74;2333.15;3619.52;5069.54;5504.97;87.50
1271;5674.54;3802.44;4983.53;5879.97;6964.80;0.00;29.40
1274;3811.88;0.00;3809.60;0.00;0.00;0.00;60.00
1275;5669.55;5243.27;0.00;0.00;0.00;0.00;0.00
1278;5161.36;3080.96;3801.81;4711.30;5927.85;6969.20;17.20
1280;4161.03;3659.11;0.00;0.00;0.00;0.00;0.00
1282;3854.05;1582.12;1090.45;2938.05;4330.76;5120.72;75.00
1283;3157.60;1859.53;1872.81;3686.45;3887.35;0.00;70.00
1286;2891.56;1295.65;1964.71;2145.54;3116.07;3942.47;58.00
1289;3512.79;2207.16;2870.99;3147.90;3834.71;5094.21;35.30
1291;4104.31;3005.72;3824.41;4645.89;0.00;0.00;0.00
1293;2886.93;1291.82;1951.75;2487.45;3066.71;3486.37;70.00
1294;6043.28;2946.01;3315.05;3899.49;6043.26;8505.39;34.00
1295;5602.75;4705.60;5720.66;6753.77;0.00;0.00;0.00
1296;5219.65;3005.54;4165.97;5208.16;6225.49;7244.92;0.00
1297;6100.53;3136.04;3753.03;4602.94;6199.07;8219.76;47.10
1298;6043.28;2946.01;3315.05;3899.49;6043.26;8505.39;34.00
1299;5400.18;2521.04;3056.62;4446.28;5737.84;7036.58;50.00
1300;3325.66;1782.38;2717.25;2986.41;4086.15;0.00;76.50
1301;7342.98;3061.58;6847.39;6788.61;7557.44;8601.52;43.50
1302;2201.76;1487.85;1838.43;2206.53;2381.48;2787.46;45.50
1303;3757.39;1770.93;2527.95;3188.97;5020.35;0.00;53.10
1304;3250.75;2067.74;2713.83;2911.32;3820.87;4887.77;56.00
1306;6655.86;2374.95;4897.93;5925.84;7216.11;8368.30;88.50
1307;4225.02;1464.62;1938.32;3437.78;4389.12;5362.31;60.60
1308;5414.70;2152.44;3740.96;5092.64;5908.48;7053.61;86.50
1309;6655.86;2374.95;4897.93;5925.84;7216.11;8368.30;88.50
1313;6748.52;6559.29;0.00;0.00;0.00;0.00;0.00
1315;4670.87;4730.62;0.00;0.00;0.00;0.00;0.00
1316;3624.58;3120.02;0.00;0.00;0.00;0.00;0.00
1317;5862.94;5615.28;0.00;0.00;0.00;0.00;0.00
1323;3797.37;2933.37;0.00;0.00;0.00;0.00;0.00
1328;3460.62;3373.90;0.00;0.00;0.00;0.00;0.00
1329;6309.13;5365.55;0.00;0.00;0.00;0.00;0.00
1330;3282.42;3400.60;0.00;0.00;0.00;0.00;0.00
1331;6360.78;5824.10;0.00;0.00;0.00;0.00;0.00
1333;4046.75;3496.46;0.00;0.00;0.00;0.00;0.00
1334;6873.30;3507.57;5247.22;7157.99;8383.68;9539.60;0.00
1336;3325.92;3249.79;3874.74;0.00;0.00;0.00;0.00
1337;1024.11;538.57;0.00;303.60;0.00;478.33;0.00
1338;3911.11;1953.85;2302.53;3768.41;3474.69;5065.19;45.50
1339;3626.77;3173.04;0.00;0.00;0.00;0.00;0.00
1341;3607.17;2090.14;2653.73;3287.23;3675.05;4382.09;80.10
1342;4357.32;2089.62;2630.93;3609.32;4636.47;5887.55;65.70
1343;4729.00;2393.60;3090.33;4089.90;5255.83;6968.07;0.00
1347;5326.26;4366.71;4313.94;5270.93;5584.06;6613.30;58.80
1348;3571.28;1642.48;2339.39;3693.28;0.00;0.00;62.50
1349;3427.12;1914.25;2186.56;2526.55;3590.95;4403.03;81.00
1350;7091.34;5500.26;6493.05;7588.23;8715.78;9470.87;6.40
1351;4398.42;1599.17;2499.55;3932.01;4668.37;5386.65;76.20
1353;5099.00;2935.45;3468.78;4099.74;4691.86;6681.23;33.30
1355;4622.59;1901.93;2067.88;3411.98;4770.22;6044.80;90.40
1356;4166.40;2918.12;4015.11;0.00;0.00;0.00;91.70
1357;4216.69;2202.08;2707.26;3510.24;4147.96;5138.72;79.70
1358;3773.02;517.64;1705.60;3144.37;3650.06;5071.96;58.30
1359;2891.66;2348.65;2158.47;2264.41;2622.21;4161.22;46.20
1362;4400.19;2790.69;3486.03;4086.02;5038.65;5289.81;18.40
1363;3812.34;2938.36;3114.26;3744.03;4392.48;5079.83;37.50
1364;4916.94;2748.61;2832.78;4136.61;5184.47;6141.31;57.40
1365;3427.12;1914.25;2186.56;2526.55;3590.95;4403.03;81.00
1366;4043.68;1883.63;2580.03;3185.03;4105.91;5085.50;63.90
1367;4949.88;2614.64;4323.62;4950.21;0.00;0.00;68.00
1368;4764.51;3665.05;4162.61;4550.33;5103.06;5827.71;50.00
1371;4594.32;3649.13;4791.71;5448.98;0.00;0.00;43.80
1372;4982.56;1973.92;2421.71;2889.62;4564.79;5998.06;66.70
1374;5009.53;4207.86;5394.00;0.00;0.00;0.00;52.30
1377;4914.12;4660.48;5079.38;0.00;0.00;0.00;42.00
1378;6332.58;3198.98;3942.47;5187.29;6431.78;7995.51;55.60
1379;4914.12;4660.48;5079.38;0.00;0.00;0.00;42.00
1380;3858.17;3445.30;4701.65;0.00;0.00;0.00;33.30
1381;4216.69;2202.08;2707.26;3510.24;4147.96;5138.72;79.70
1382;4914.12;4660.48;5079.38;0.00;0.00;0.00;42.00
1383;4188.58;3864.50;0.00;0.00;0.00;0.00;0.00
1384;3427.12;1914.25;2186.56;2526.55;3590.95;4403.03;81.00
1386;3671.68;2057.25;2434.00;3241.13;4624.99;4454.76;25.00
1387;2900.79;1922.40;2524.39;2519.12;3297.12;3518.61;66.70
1388;12620.68;3898.26;8666.08;9101.36;12313.06;16924.10;67.90
1389;3427.12;1914.25;2186.56;2526.55;3590.95;4403.03;81.00
1390;3848.72;2157.32;2817.69;3839.20;4257.25;0.00;26.70
1393;4162.21;3420.62;3542.45;4402.38;4326.21;0.00;50.00
1394;4162.21;3420.62;3542.45;4402.38;4326.21;0.00;50.00
1395;5737.75;0.00;0.00;3864.83;5666.91;7681.41;90.00
1396;4767.44;2968.30;4369.65;4878.25;4505.46;5812.74;22.20
1398;5249.74;4093.93;5375.90;0.00;0.00;0.00;30.80
1400;6475.47;2384.99;4294.91;4882.06;6525.09;8074.77;73.60
1403;4043.68;1883.63;2580.03;3185.03;4105.91;5085.50;63.90
1404;4835.78;2618.05;2978.53;3821.68;5139.25;6262.47;63.00
1405;5617.51;5116.13;5759.09;0.00;0.00;0.00;12.50
1407;5794.06;4622.56;6797.10;0.00;0.00;0.00;45.50
1408;7091.34;5500.26;6493.05;7588.23;8715.78;9470.87;6.40
1409;5930.30;2475.34;3859.26;4780.87;6081.36;7555.42;80.00
1410;4857.86;2428.38;3519.75;3886.66;4695.99;6626.85;70.00
1412;5112.45;3625.08;4017.66;4632.51;5427.09;6658.08;37.50
1413;3767.01;2612.38;2861.38;3459.91;3898.47;4746.47;61.50
1414;4906.46;2177.72;3061.65;3839.69;4727.83;6091.51;77.00
1415;4744.15;1652.60;2983.17;4523.29;5565.67;7009.43;61.10
1417;4906.28;2286.85;3189.83;4196.09;5122.37;6308.16;70.30
1419;4387.55;2456.40;3396.09;3984.81;5260.87;5442.95;56.10
1420;6255.11;3036.06;4058.39;4927.66;6288.93;7976.14;66.00
1421;3559.37;2945.81;4675.89;0.00;0.00;0.00;15.40
1422;5819.99;4864.82;0.00;0.00;0.00;0.00;48.20
1423;2923.20;1416.36;1944.66;3818.81;5320.39;0.00;25.00
1424;5869.25;2875.14;3520.45;4769.11;6211.92;7817.69;76.10
1425;4291.90;1861.45;2741.90;3874.98;4391.25;5575.15;53.60
1427;4216.69;2202.08;2707.26;3510.24;4147.96;5138.72;79.70
1429;3428.09;3476.91;4200.22;0.00;0.00;0.00;36.40
1431;3694.29;2191.06;2643.34;3232.92;3880.78;4600.80;67.70
1433;4842.92;2272.13;3312.35;3711.07;4973.54;6122.05;76.30
1437;5172.59;2020.05;2857.14;4376.52;5244.82;6576.09;68.10
1439;5304.65;1967.53;2861.31;4313.81;5616.45;6800.81;68.60
1441;4748.67;2932.30;3548.41;4278.91;5073.29;5909.17;67.60
1443;4748.67;2932.30;3548.41;4278.91;5073.29;5909.17;67.60
1445;3932.45;2230.66;2824.02;3411.02;3674.02;4922.27;50.00
1446;3944.34;3143.63;0.00;0.00;0.00;0.00;0.00
1447;3427.12;1914.25;2186.56;2526.55;3590.95;4403.03;81.00
1448;6284.71;4200.54;4742.41;5854.57;7159.68;7787.49;52.60
1450;3427.12;1914.25;2186.56;2526.55;3590.95;4403.03;81.00
1451;3997.78;1704.00;1756.83;3170.57;3702.74;4919.18;81.40
