P_ROKDYP;P_KIERUNEK_ID;P_POZIOM;P_FORMA;P_E_ZAR;P_E_ZAR_P1;P_E_ZAR_P2;P_E_ZAR_P3;P_E_ZAR_P4;P_E_ZAR_P5;P_PROC_UKON;P_KIERUNEK_NAZWA;P_NAZWA_UCZELNI;P_NAZWA_JEDN;P_PROFIL;P_UCZELNIA_SKROT;P_POZIOM_TEKST_PL;P_NAZWA_KIERUNKU_PELNA
2018;7148;1;N;5639,67;3468,11;5135,18;4726,21;5523,61;7175,21;76,5;Międzynarodowe stosunki gospodarcze - k. unikatowy;Szkoła Główna Handlowa w Warszawie;;O;SGHW;Studia pierwszego stopnia;Międzynarodowe stosunki gospodarcze - k. unikatowy, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7149;1;S;8779,1;3742,08;4702,53;5935,71;8362,47;11588,76;63,2;Ekonomia;Szkoła Główna Handlowa w Warszawie;;O;SGHW;Studia pierwszego stopnia;Ekonomia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7150;1;S;8892,02;4464,6;5917,52;7405,03;9976,46;12877,37;70;Metody ilościowe w ekonomii i systemy informacyjne - k. unikatowy;Szkoła Główna Handlowa w Warszawie;;O;SGHW;Studia pierwszego stopnia;Metody ilościowe w ekonomii i systemy informacyjne - k. unikatowy, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7152;1;N;8297,77;5093,69;5939,77;7129,11;8941;10541,3;56,4;Metody ilościowe w ekonomii i systemy informacyjne - k. unikatowy;Szkoła Główna Handlowa w Warszawie;;O;SGHW;Studia pierwszego stopnia;Metody ilościowe w ekonomii i systemy informacyjne - k. unikatowy, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7153;1;N;8704,28;6121,95;7313,5;6957,23;10554,29;12278,48;40;Zarządzanie;Szkoła Główna Handlowa w Warszawie;;O;SGHW;Studia pierwszego stopnia;Zarządzanie, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7154;1;S;3597,39;2103,58;2387,49;3069,1;4058,54;5473,76;50;Ochrona dóbr kultury i środowiska;Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie;Wydział Nauk Historycznych i Społecznych;O;UKSW;Studia pierwszego stopnia;Ochrona dóbr kultury i środowiska, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7155;1;N;4729,95;2701,44;2860,27;3546,95;4206,41;5854,75;23,5;Bezpieczeństwo i higiena pracy;Kujawska Szkoła Wyższa we Włocławku;Wydział Nauk Społecznych i Technicznych;P;WSHEW;Studia pierwszego stopnia;Bezpieczeństwo i higiena pracy, studia niestacjonarne pierwszego stopnia, 7-semestralne, profil praktyczny
2018;7156;1;N;4615,71;3435,9;3912,34;4666,87;5499,34;6092,96;0;Budownictwo;Kujawska Szkoła Wyższa we Włocławku;Wydział Nauk Społecznych i Technicznych;P;WSHEW;Studia pierwszego stopnia;Budownictwo, studia niestacjonarne pierwszego stopnia, 7-semestralne, profil praktyczny
2018;7158;2;N;7244,23;5260,11;5880,15;7190,94;7801,44;9014,61;;Pielęgniarstwo;Kujawska Szkoła Wyższa we Włocławku;Wydział Nauk o Zdrowiu;P;WSHEW;Studia drugiego stopnia;Pielęgniarstwo, studia niestacjonarne drugiego stopnia, 4-semestralne, profil praktyczny
2018;7162;1;N;6457,33;5069,96;5736,95;5697,47;6849,06;7760,1;20;Inżynieria mechaniczna;Kujawska Szkoła Wyższa we Włocławku;Wydział Mechaniczny w Grudziądzu;P;WSHEW;Studia pierwszego stopnia;Inżynieria mechaniczna, studia niestacjonarne pierwszego stopnia, 7-semestralne, profil praktyczny
2018;7163;1;N;3891,6;2834,64;3037,18;3339,33;4014,22;5071,36;81;Fizjoterapia;Kujawska Szkoła Wyższa we Włocławku;Wydział Nauk o Zdrowiu;P;WSHEW;Studia pierwszego stopnia;Fizjoterapia, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2018;7164;1;N;5168,45;4298,76;4778,51;4909,64;5730,3;6520,2;56,4;Bezpieczeństwo narodowe;Kujawska Szkoła Wyższa we Włocławku;Wydział Zamiejscowy w Nowym Targu;P;WSHEW;Studia pierwszego stopnia;Bezpieczeństwo narodowe, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2018;7165;1;N;8375,68;6186,94;6772,02;7555,85;8698,31;10892,75;73,3;Pielęgniarstwo;Kujawska Szkoła Wyższa we Włocławku;Wydział Nauk o Zdrowiu;P;WSHEW;Studia pierwszego stopnia;Pielęgniarstwo, studia niestacjonarne pierwszego stopnia, 2-semestralne, profil praktyczny
2018;7166;2;N;3959,42;2764,61;3255,01;3833,55;4177,12;5151,23;;Pedagogika;Kujawska Szkoła Wyższa we Włocławku;Wydział Nauk Społecznych i Technicznych;P;WSHEW;Studia drugiego stopnia;Pedagogika, studia niestacjonarne drugiego stopnia, 4-semestralne, profil praktyczny
2018;7177;2;S;2435,48;1796,5;2229,57;2468,13;2944,78;3278,6;;Edukacja artystyczna w zakresie sztuk plastycznych;Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie;Kolegium Edukacji Artystycznej;O;APSMGW;Studia drugiego stopnia;Edukacja artystyczna w zakresie sztuk plastycznych, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2018;7178;2;S;4458,23;2392,92;3190,62;3875,61;5180,69;5992,16;;Socjologia;Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie;Wydział Stosowanych Nauk Społecznych;O;APSMGW;Studia drugiego stopnia;Socjologia, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2018;7179;1;N;4132,18;2868,29;3485,5;3985,76;4509,28;4968,81;68,5;Pedagogika;Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie;Wydział Nauk Pedagogicznych;O;APSMGW;Studia pierwszego stopnia;Pedagogika, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7180;1;N;4156,84;2827,99;3494,75;4040,83;4451,35;5314,79;72,8;Pedagogika specjalna;Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie;Wydział Nauk Pedagogicznych;O;APSMGW;Studia pierwszego stopnia;Pedagogika specjalna, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7181;1;S;3186,09;1788,1;2146,55;2626,5;3209,72;3825,46;55,6;Edukacja artystyczna w zakresie sztuk plastycznych;Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie;Kolegium Edukacji Artystycznej;O;APSMGW;Studia pierwszego stopnia;Edukacja artystyczna w zakresie sztuk plastycznych, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7183;2;N;4334,24;3467,54;3856,46;4051,62;4608,22;5420,99;;Pedagogika;Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie;Wydział Nauk Pedagogicznych;O;APSMGW;Studia drugiego stopnia;Pedagogika, studia niestacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2018;7185;1;S;4151;2124,35;3047,16;2877,45;4286,67;5417,97;60,9;Socjologia;Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie;Wydział Stosowanych Nauk Społecznych;O;APSMGW;Studia pierwszego stopnia;Socjologia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7186;2;S;4702,73;3093,91;3983,15;4537,28;5052,1;6349,84;;Pedagogika;Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie;Wydział Nauk Pedagogicznych;O;APSMGW;Studia drugiego stopnia;Pedagogika, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2018;7187;2;S;4568,37;3172,08;4042,88;4448,06;4902,37;5508,59;;Pedagogika specjalna;Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie;Wydział Nauk Pedagogicznych;O;APSMGW;Studia drugiego stopnia;Pedagogika specjalna, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2018;7188;1;S;4399,7;2808,48;3292,24;3937,16;4523,7;5417,2;79,1;Pedagogika specjalna;Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie;Wydział Nauk Pedagogicznych;O;APSMGW;Studia pierwszego stopnia;Pedagogika specjalna, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7190;1;S;3937,08;2381,77;2986,95;3501,16;3918,87;4782,17;73,4;Pedagogika;Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie;Wydział Nauk Pedagogicznych;P;APSMGW;Studia pierwszego stopnia;Pedagogika, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2018;7191;JM;N;5619,53;3888,15;4564,78;5208,71;6301,49;7495,33;;Psychologia;Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie;Wydział Stosowanych Nauk Społecznych;O;APSMGW;Jednolite studia magisterskie;Psychologia, niestacjonarne jednolite studia magisterskie, 10-semestralne, profil ogólnoakademicki
2018;7192;2;N;4666,1;3585,88;4179,5;4516,59;4838,17;5630,26;;Pedagogika specjalna;Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie;Wydział Nauk Pedagogicznych;O;APSMGW;Studia drugiego stopnia;Pedagogika specjalna, studia niestacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2018;7193;JM;S;4751,27;3062,01;3885,89;4679,11;5439,28;6376,49;;Psychologia;Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie;Wydział Stosowanych Nauk Społecznych;O;APSMGW;Jednolite studia magisterskie;Psychologia, stacjonarne jednolite studia magisterskie, 10-semestralne, profil ogólnoakademicki
2018;7194;1;S;3997,94;2605,43;3110,15;3584,93;4179,68;4766,7;74,8;Pedagogika;Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie;Wydział Nauk Pedagogicznych;O;APSMGW;Studia pierwszego stopnia;Pedagogika, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7196;JM;S;3338,73;1555,18;3421,1;2963,47;3071,09;4219,87;;Malarstwo;Akademia Sztuk Pięknych w Katowicach;Wydział Artystyczny;O;ASPK;Jednolite studia magisterskie;Malarstwo, stacjonarne jednolite studia magisterskie, 10-semestralne, profil ogólnoakademicki
2018;7200;JM;S;2500,22;1230,29;1691,23;2077,68;2977,28;4464,11;;Grafika;Akademia Sztuk Pięknych w Katowicach;Wydział Artystyczny;O;ASPK;Jednolite studia magisterskie;Grafika, stacjonarne jednolite studia magisterskie, 10-semestralne, profil ogólnoakademicki
2018;7205;1;S;3558,05;1529,42;1868,83;2363,23;4192,96;5317;36,8;Wzornictwo;Akademia Sztuk Pięknych w Katowicach;Wydział Projektowy;O;ASPK;Studia pierwszego stopnia;Wzornictwo, studia stacjonarne pierwszego stopnia, 7-semestralne, profil ogólnoakademicki
2018;7207;2;S;4863,66;3153,91;4033,49;4610,34;5609,38;5935,99;;Technologia chemiczna;Politechnika Gdańska;Wydział Chemiczny;O;PG;Studia drugiego stopnia;Technologia chemiczna, studia stacjonarne drugiego stopnia, 3-semestralne, profil ogólnoakademicki
2018;7216;1;S;5721,15;3459,15;4311,76;5733,7;6374,87;7467,97;66,7;Pielęgniarstwo;Państwowa Wyższa Szkoła Zawodowa im. prof. Edwarda F. Szczepanika w Suwałkach;Wydział Ochrony Zdrowia;P;PWSZEFSS;Studia pierwszego stopnia;Pielęgniarstwo, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2018;7218;2;N;4530,68;3312,53;3890,84;4167,39;4949,63;5568,12;;Ekonomia;Państwowa Wyższa Szkoła Zawodowa im. prof. Edwarda F. Szczepanika w Suwałkach;Wydział Humanistyczno-Ekonomiczny;P;PWSZEFSS;Studia drugiego stopnia;Ekonomia, studia niestacjonarne drugiego stopnia, 4-semestralne, profil praktyczny
2018;7219;2;N;5106,95;3859,13;4560,16;4731,74;5426,64;6261,08;;Bezpieczeństwo wewnętrzne;Państwowa Wyższa Szkoła Zawodowa im. prof. Edwarda F. Szczepanika w Suwałkach;Wydział Ochrony Zdrowia;P;PWSZEFSS;Studia drugiego stopnia;Bezpieczeństwo wewnętrzne, studia niestacjonarne drugiego stopnia, 4-semestralne, profil praktyczny
2018;7220;2;S;4077,47;2975;3524,84;3832,61;4261,76;5335,69;;Bezpieczeństwo wewnętrzne;Państwowa Wyższa Szkoła Zawodowa im. prof. Edwarda F. Szczepanika w Suwałkach;Wydział Ochrony Zdrowia;P;PWSZEFSS;Studia drugiego stopnia;Bezpieczeństwo wewnętrzne, studia stacjonarne drugiego stopnia, 4-semestralne, profil praktyczny
2018;7221;2;S;3349,26;2042,28;2610,45;3227,25;3728,28;4457,98;;Ekonomia;Państwowa Wyższa Szkoła Zawodowa im. prof. Edwarda F. Szczepanika w Suwałkach;Wydział Humanistyczno-Ekonomiczny;P;PWSZEFSS;Studia drugiego stopnia;Ekonomia, studia stacjonarne drugiego stopnia, 4-semestralne, profil praktyczny
2018;7227;1;N;6331,96;3532,58;4582,44;7936,41;7535,69;7426,73;0;Ratownictwo medyczne;Państwowa Wyższa Szkoła Zawodowa im. prof. Edwarda F. Szczepanika w Suwałkach;Wydział Ochrony Zdrowia;P;PWSZEFSS;Studia pierwszego stopnia;Ratownictwo medyczne, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2018;7230;1;S;5526,01;3147,09;4548,61;6408,19;5678,44;5999,91;23,1;Ratownictwo medyczne;Państwowa Wyższa Szkoła Zawodowa im. prof. Edwarda F. Szczepanika w Suwałkach;Wydział Ochrony Zdrowia;P;PWSZEFSS;Studia pierwszego stopnia;Ratownictwo medyczne, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2018;7234;1;S;4807,71;3864,64;4184,65;4960,51;5052,78;5657,29;13,6;Filologia;Państwowa Wyższa Szkoła Zawodowa we Włocławku;;P;PWSZW;Studia pierwszego stopnia;Filologia, filologia angielska, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2018;7235;1;S;5721,16;3350,05;3895,69;5658,33;5835,54;7025,77;88,9;Pielęgniarstwo;Państwowa Wyższa Szkoła Zawodowa we Włocławku;;P;PWSZW;Studia pierwszego stopnia;Pielęgniarstwo, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2018;7236;1;S;5894,94;3478,86;4561,73;5391,83;6587,85;8096,76;0;Mechanika i budowa maszyn;Państwowa Wyższa Szkoła Zawodowa we Włocławku;;P;PWSZW;Studia pierwszego stopnia;Mechanika i budowa maszyn, studia stacjonarne pierwszego stopnia, 7-semestralne, profil praktyczny
2018;7240;1;S;3765,91;2799,71;3291,91;3433,59;4043,7;4864,35;42,4;Administracja;Państwowa Wyższa Szkoła Zawodowa we Włocławku;;P;PWSZW;Studia pierwszego stopnia;Administracja, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2018;7241;1;S;5466,05;1886,39;3564,28;4464,96;6011,53;8761,48;47,1;Informatyka;Państwowa Wyższa Szkoła Zawodowa we Włocławku;;P;PWSZW;Studia pierwszego stopnia;Informatyka, studia stacjonarne pierwszego stopnia, 7-semestralne, profil praktyczny
2018;7242;1;S;2925,27;1895,3;2395,99;2653,38;3053,65;3860,05;64;Pedagogika;Państwowa Wyższa Szkoła Zawodowa we Włocławku;;P;PWSZW;Studia pierwszego stopnia;Pedagogika, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2018;7246;1;N;8734,47;7716,63;8362,02;8295;9770,76;11123,15;30;Zarządzanie;Uczelnia Łazarskiego w Warszawie;Wydział Ekonomii i Zarządzania;O;ULW;Studia pierwszego stopnia;Zarządzanie, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7249;1;N;6632,21;4712,93;5586,41;7432,05;8240,06;9244,61;45,5;Ekonomia;Uczelnia Łazarskiego w Warszawie;Wydział Ekonomii i Zarządzania;O;ULW;Studia pierwszego stopnia;Ekonomia, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7250;1;N;8283,08;5909,26;6830,61;7419,57;8668,46;11285,01;16,7;Administracja;Uczelnia Łazarskiego w Warszawie;Wydział Prawa i Administracji;O;ULW;Studia pierwszego stopnia;Administracja, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7252;2;N;6078,59;4838,17;5099,21;5911,34;6619,86;7532,89;;Administracja;Uczelnia Łazarskiego w Warszawie;Wydział Prawa i Administracji;O;ULW;Studia drugiego stopnia;Administracja, studia niestacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2018;7254;1;N;7803,91;6246,66;6708,62;7620,43;8154,57;9131,8;45,5;Finanse i rachunkowość;Uczelnia Łazarskiego w Warszawie;Wydział Ekonomii i Zarządzania;O;ULW;Studia pierwszego stopnia;Finanse i rachunkowość, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7255;1;S;4714,7;2883,75;3872,68;3971,56;5098,23;6271,64;31,1;Zarządzanie;Uczelnia Łazarskiego w Warszawie;Wydział Ekonomii i Zarządzania;O;ULW;Studia pierwszego stopnia;Zarządzanie, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7256;JM;N;7147,41;5300,02;6613,76;6892,66;7951,4;8924,03;;Prawo;Uczelnia Łazarskiego w Warszawie;Wydział Prawa i Administracji;O;ULW;Jednolite studia magisterskie;Prawo, niestacjonarne jednolite studia magisterskie, 10-semestralne, profil ogólnoakademicki
2018;7257;2;N;9048,21;7426,2;7833,21;8766,5;9560,27;10861,62;;Ekonomia;Uczelnia Łazarskiego w Warszawie;Wydział Ekonomii i Zarządzania;O;ULW;Studia drugiego stopnia;Ekonomia, studia niestacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2018;7258;JM;S;4565,63;2965,21;3892,59;4589,55;5169,55;6113,46;;Prawo;Uczelnia Łazarskiego w Warszawie;Wydział Prawa i Administracji;O;ULW;Jednolite studia magisterskie;Prawo, stacjonarne jednolite studia magisterskie, 10-semestralne, profil ogólnoakademicki
2018;7261;2;N;8082,66;6718,35;7577,52;7081,58;8509,72;10343,12;;Stosunki międzynarodowe;Uczelnia Łazarskiego w Warszawie;Wydział Ekonomii i Zarządzania;O;ULW;Studia drugiego stopnia;Stosunki międzynarodowe, studia niestacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2018;7263;1;S;4190,61;2687,46;3174,26;3471,15;4418,21;5371,39;65,7;Zarządzanie zasobami ludzkimi;Uniwersytet Łódzki;Wydział Zarządzania;P;UL;Studia pierwszego stopnia;Zarządzanie zasobami ludzkimi, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2018;7264;1;S;3433,66;1563,4;2158,23;2746,81;3730,06;4282,08;62,5;Filologia polska;Uniwersytet Łódzki;Wydział Filologiczny;O;UL;Studia pierwszego stopnia;Filologia polska, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7265;2;N;3992,06;2974,03;3376,28;3943,55;4326,71;5075,25;;Pedagogika;Uniwersytet Łódzki;Wydział Nauk o Wychowaniu;O;UL;Studia drugiego stopnia;Pedagogika, studia niestacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2018;7266;2;S;4389,53;2806,34;3713,32;4178,49;4879,91;5778,53;;Administracja;Uniwersytet Łódzki;Wydział Prawa i Administracji;O;UL;Studia drugiego stopnia;Administracja, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2018;7267;1;S;6345,05;2716,64;3996,43;5233,46;6814,98;8577,83;78,3;Bankowość i finanse cyfrowe;Uniwersytet Łódzki;Wydział Ekonomiczno-Socjologiczny;P;UL;Studia pierwszego stopnia;Bankowość i finanse cyfrowe, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2018;7269;2;N;5722,59;4337,13;5068,96;5444,61;6119,38;6951,83;;Logistyka;Uniwersytet Łódzki;Wydział Ekonomiczno-Socjologiczny;O;UL;Studia drugiego stopnia;Logistyka, studia niestacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2018;7270;1;S;3410,63;2425,99;2559,02;2961,3;3656,09;4135,7;46,7;Praca socjalna;Uniwersytet Łódzki;Wydział Ekonomiczno-Socjologiczny;O;UL;Studia pierwszego stopnia;Praca socjalna, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7272;1;S;4740,41;2361,71;3643,74;4287,59;4825,91;6469,1;46,2;Międzynarodowe stosunki gospodarcze - k. unikatowy;Uniwersytet Łódzki;Wydział Ekonomiczno-Socjologiczny;O;UL;Studia pierwszego stopnia;Międzynarodowe stosunki gospodarcze - k. unikatowy, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7274;1;S;5086,71;3775,8;4059,36;4116,22;5538,84;6793,53;61,3;Politologia;Uniwersytet Łódzki;Wydział Studiów Międzynarodowych i Politologicznych;O;UL;Studia pierwszego stopnia;Politologia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7276;2;S;3445,95;2228,35;2773,86;3289,97;3894,73;5233,99;;Turystyka i rekreacja;Uniwersytet Łódzki;Wydział Nauk Geograficznych;O;UL;Studia drugiego stopnia;Turystyka i rekreacja, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2018;7277;1;S;5102,66;1858,31;1798,98;2870,09;4750,99;5643,76;92,3;Geoinformacja;Uniwersytet Łódzki;Wydział Nauk Geograficznych;O;UL;Studia pierwszego stopnia;Geoinformacja, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7278;1;S;5188,05;2568,89;3973,41;3997,17;5141,99;6582,71;53,3;Filologia;Uniwersytet Łódzki;Wydział Filologiczny;O;UL;Studia pierwszego stopnia;Filologia, filologia włoska, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7279;2;N;4704,32;3661,57;4342,29;4639,61;5154,05;5673,18;;Administracja;Uniwersytet Łódzki;Wydział Prawa i Administracji;O;UL;Studia drugiego stopnia;Administracja, studia niestacjonarne drugiego stopnia, 5-semestralne, profil ogólnoakademicki
2018;7280;1;S;4320,05;1862,53;2660,56;3669,36;4922,89;6167,88;56,8;Stosunki międzynarodowe;Uniwersytet Łódzki;Wydział Studiów Międzynarodowych i Politologicznych;O;UL;Studia pierwszego stopnia;Stosunki międzynarodowe, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7281;1;S;5076,46;2705,19;3384,77;4115,21;5097,73;6528,64;82,1;Finanse i rachunkowość;Uniwersytet Łódzki;Wydział Ekonomiczno-Socjologiczny;O;UL;Studia pierwszego stopnia;Finanse i rachunkowość, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7283;1;S;4168,71;2408,07;3109,99;3596,08;4419,29;5384,78;62,5;Logistyka;Uniwersytet Łódzki;Wydział Zarządzania;P;UL;Studia pierwszego stopnia;Logistyka, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2018;7284;1;S;3767,78;1372,95;2467,05;2761,36;3835,87;4544,29;61,1;Międzynarodowe studia kulturowe - k. unikatowy;Uniwersytet Łódzki;Wydział Studiów Międzynarodowych i Politologicznych;O;UL;Studia pierwszego stopnia;Międzynarodowe studia kulturowe - k. unikatowy, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7285;JM;S;4124,69;2396,2;3203,73;3855,61;4676,36;5811,27;;Prawo;Uniwersytet Łódzki;Wydział Prawa i Administracji;O;UL;Jednolite studia magisterskie;Prawo, stacjonarne jednolite studia magisterskie, 10-semestralne, profil ogólnoakademicki
2018;7286;1;S;3500,01;1288,06;2138,87;2333,57;3160,25;4525,71;72,2;Gospodarka przestrzenna;Uniwersytet Łódzki;Wydział Nauk Geograficznych;O;UL;Studia pierwszego stopnia;Gospodarka przestrzenna, studia stacjonarne pierwszego stopnia, 7-semestralne, profil ogólnoakademicki
2018;7287;1;S;4329,3;2622,38;3225,91;3577,22;4813,8;5875,64;58,3;Finanse i inwestycje;Uniwersytet Łódzki;Wydział Zarządzania;P;UL;Studia pierwszego stopnia;Finanse i inwestycje, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2018;7288;2;S;4444,9;2568,24;3196,46;3906,29;4465,22;5874,15;;Chemia;Uniwersytet Łódzki;Wydział Chemii;O;UL;Studia drugiego stopnia;Chemia, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2018;7290;1;S;4521,82;2123,71;2831,93;3600,3;4931,44;6055,91;48,3;Zarządzanie;Uniwersytet Łódzki;Wydział Zarządzania;P;UL;Studia pierwszego stopnia;Zarządzanie, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2018;7292;1;S;2884,35;1852,21;2253,97;2002,46;2627,45;3264,37;54,5;Archeologia;Uniwersytet Łódzki;Wydział Filozoficzno-Historyczny;O;UL;Studia pierwszego stopnia;Archeologia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7294;1;N;4558,73;3156,57;3629,45;3968,27;5019,12;6188,65;53,2;Finanse i rachunkowość;Uniwersytet Łódzki;Wydział Ekonomiczno-Socjologiczny;O;UL;Studia pierwszego stopnia;Finanse i rachunkowość, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7298;1;S;3319,05;1526,03;1842,42;3567,09;4702,11;5623,08;40;Etnologia;Uniwersytet Łódzki;Wydział Filozoficzno-Historyczny;O;UL;Studia pierwszego stopnia;Etnologia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7300;JM;N;4716,75;3362,13;3824,37;4457,3;5438,59;6107,56;;Prawo;Uniwersytet Łódzki;Wydział Prawa i Administracji;O;UL;Jednolite studia magisterskie;Prawo, niestacjonarne jednolite studia magisterskie, 10-semestralne, profil ogólnoakademicki
2018;7301;2;S;3990,27;2547,63;3110,88;3450,69;4278,38;5310,37;;Geografia;Uniwersytet Łódzki;Wydział Nauk Geograficznych;O;UL;Studia drugiego stopnia;Geografia, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2018;7302;1;N;5056,49;3871,99;4554,5;5021,2;5701,91;6079,96;28,6;Logistyka;Uniwersytet Łódzki;Wydział Zarządzania;P;UL;Studia pierwszego stopnia;Logistyka, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2018;7304;2;S;4907,05;4278,75;4435,8;4720,2;5956,72;6263,94;;Politologia;Uniwersytet Łódzki;Wydział Studiów Międzynarodowych i Politologicznych;O;UL;Studia drugiego stopnia;Politologia, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2018;7306;1;S;6051,33;3566,62;4605,04;5489;7360,57;8549,5;28,6;Informatyka;Uniwersytet Łódzki;Wydział Ekonomiczno-Socjologiczny;O;UL;Studia pierwszego stopnia;Informatyka, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2018;7307;2;S;3552,15;2566,29;2957,32;3275,41;3850,38;4445,64;;Filologia polska;Uniwersytet Łódzki;Wydział Filologiczny;O;UL;Studia drugiego stopnia;Filologia polska, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
