P_ROKDYP;P_KIERUNEK_ID;P_POZIOM;P_FORMA;P_E_ZAR;P_E_ZAR_P1;P_E_ZAR_P2;P_E_ZAR_P3;P_E_ZAR_P4;P_E_ZAR_P5;P_PROC_UKON;P_KIERUNEK_NAZWA;P_NAZWA_UCZELNI;P_NAZWA_JEDN;P_PROFIL;P_UCZELNIA_SKROT;P_POZIOM_TEKST_PL;P_NAZWA_KIERUNKU_PELNA
2020;6141;1;S;6327,32;3625,59;5234,12;6731,86;7750,27;;55,2;Budownictwo;Zachodniopomorski Uniwersytet Technologiczny w Szczecinie;;O;ZUTS;Studia pierwszego stopnia;Budownictwo, studia stacjonarne pierwszego stopnia, 8-semestralne, profil ogólnoakademicki
2020;6144;2;N;8315,49;6587,83;7884,12;8710,97;9755,39;;;Mechanika i budowa maszyn;Zachodniopomorski Uniwersytet Technologiczny w Szczecinie;;O;ZUTS;Studia drugiego stopnia;Mechanika i budowa maszyn, studia niestacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6148;2;N;4860,24;3746,64;4108,47;4856,16;5916,31;;;Pedagogika;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Pedagogika, studia niestacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6149;1;N;5715,07;4187,66;5263,16;5961,11;6998,63;;30;Filologia germańska;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Filologia germańska, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6150;1;S;4274,1;2203,48;2562,52;4215,03;5279,08;;57,9;Geografia;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Geografia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6153;1;S;4809,26;2529,43;3986,33;4477,89;5727,05;;55;Ochrona środowiska;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Ochrona środowiska, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6154;1;S;4077,53;2252,75;2348,3;3716,88;5006,71;;80,3;Biologia;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Biologia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6156;1;S;6204,08;3326,67;4352,66;5623,34;7681,7;;80,6;Matematyka;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Matematyka, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6157;1;S;4521,31;2261,85;3205,1;4066,1;5503,52;;82,1;Chemia;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Chemia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6159;1;S;6383,49;3598,67;4506,23;5502,23;7413,23;;80;Modelowanie matematyczne i analiza danych;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Modelowanie matematyczne i analiza danych, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6160;1;S;5887,29;3515,52;4190,37;5623,1;7578,47;;42,4;Międzynarodowe Stosunki Gospodarcze;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Międzynarodowe Stosunki Gospodarcze, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6162;1;S;5425,47;2610,11;3813,08;5357,65;6480,47;;70,3;Międzynarodowe Stosunki Gospodarcze;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Międzynarodowe Stosunki Gospodarcze, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6163;1;S;8495,27;5071,68;7753,05;9549,49;11598,59;;46,7;Informatyka;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Informatyka, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6165;1;S;4306,37;2136,3;3387,55;3345,96;5000,11;;56,2;Dziennikarstwo i komunikacja społeczna;Uniwersytet Gdański;;P;UG;Studia pierwszego stopnia;Dziennikarstwo i komunikacja społeczna, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2020;6166;1;S;5367,52;3239,72;4396,66;5466;6661,05;;60,9;Iberystyka;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Iberystyka, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6168;1;S;3925,69;2630,03;3434,26;3964,75;4878,03;;38,5;Geologia;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Geologia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6174;1;N;5418,09;4543,67;4926,14;5810,75;6692,1;;39;Ekonomia;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Ekonomia, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6175;1;N;6082,49;4644;5253,85;6391,29;7415,7;;19;Filologia angielska;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Filologia angielska, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6176;2;N;6162,25;4720,16;5662,09;6362,04;7123,01;;;Prawo w administracji i gospodarce;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Prawo w administracji i gospodarce, studia niestacjonarne drugiego stopnia, 5-semestralne, profil ogólnoakademicki
2020;6177;1;N;4762,78;3167,42;4021,61;4761,4;5771,85;;54;Kryminologia;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Kryminologia, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6183;1;N;5020,87;3647,41;4095,82;4789,53;6367,64;;61,8;Administracja;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Administracja, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6184;1;S;4824,6;3254,98;3973,25;5115,19;5785,66;;50;Filologia rosyjska;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Filologia rosyjska, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6185;1;S;3663,12;1872,42;2933,27;3243,3;4018,85;;50;Kulturoznawstwo;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Kulturoznawstwo, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6186;1;N;8365,31;5273,53;7982,76;9381,64;11088,37;;23,8;Informatyka i ekonometria;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Informatyka i ekonometria, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6187;1;S;4540,14;1700,17;2891,38;4065,01;5404,25;;72,7;Historia;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Historia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6188;2;N;7002,9;5507,24;6284,6;7261,86;8531,39;;;Zarządzanie;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Zarządzanie, studia niestacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6189;JM;S;5217,19;3641,47;4684,16;5751,2;6371,71;;;Psychologia;Uniwersytet Gdański;;O;UG;Jednolite studia magisterskie;Psychologia, stacjonarne jednolite studia magisterskie, 10-semestralne, profil ogólnoakademicki
2020;6190;2;S;4065,33;2350,78;3949,45;4753,05;5463,7;;;Wiedza o filmie i kulturze audiowizualnej;Uniwersytet Gdański;;P;UG;Studia drugiego stopnia;Wiedza o filmie i kulturze audiowizualnej, studia stacjonarne drugiego stopnia, 4-semestralne, profil praktyczny
2020;6192;1;S;4241,21;2601,65;3414,21;4209,29;4958,35;;71,4;Pedagogika;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Pedagogika, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6193;2;S;5071,3;3741,87;4349,4;5318,79;6602,81;;;Matematyka;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Matematyka, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6194;1;S;3691,42;2628,63;2872,19;2549,4;4179,43;;42,1;Historia sztuki;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Historia sztuki, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6196;2;S;6940,53;4563,03;6503,89;7885,11;7911,09;;;Filologia germańska;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Filologia germańska, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6197;1;S;4085,43;1816,11;2652,05;3444,03;4677,64;;55,3;Socjologia;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Socjologia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6198;1;S;4844,15;3068,23;4044,51;5357,14;5962,87;;61,5;Studia wschodnie;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Studia wschodnie, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6199;2;S;4555,29;2944,92;3527,48;5019,76;5879,55;;;Chemia;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Chemia, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6200;1;S;5101,31;1675,93;3394;4352,29;5889,94;;58,3;Bezpieczeństwo narodowe;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Bezpieczeństwo narodowe, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6203;1;N;6171,61;4199,81;5672,14;6857,39;7958,62;;50;Międzynarodowe Stosunki Gospodarcze;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Międzynarodowe Stosunki Gospodarcze, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6204;1;S;4166,31;1908,02;2470,79;3950,69;5114,65;;76,8;Biologia medyczna;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Biologia medyczna, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6205;2;S;4739,8;3219,01;4082,81;4808,32;5982,18;;;Biologia;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Biologia, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6206;1;S;4230,06;2067,57;2776,18;3746,74;5167,05;;43,5;Krajoznawstwo i Turystyka Historyczna;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Krajoznawstwo i Turystyka Historyczna, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6207;1;N;7275,72;5365,97;7019,45;8304,75;8930,73;;14,6;Informatyka;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Informatyka, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6208;2;S;5203,8;2755,16;4263,25;5666,98;6295,4;;;Gospodarka przestrzenna;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Gospodarka przestrzenna, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6209;1;S;4556,98;3068,52;3825,81;4753,64;6236,08;;36;Filologia romańska;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Filologia romańska, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6210;2;S;4487,42;2541,71;3784,84;4498,5;5730,31;;;Administracja;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Administracja, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6211;2;N;4928,52;3778,98;4252,26;5178,2;6059,04;;;Kryminologia;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Kryminologia, studia niestacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6214;1;S;4611,08;2208,88;3089,27;4347,66;5336,06;;67,3;Zarządzanie;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Zarządzanie, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6215;2;S;5570,23;3407,81;4653,46;6011,24;7104,21;;;Ekonomia;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Ekonomia, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6217;2;S;9626,33;6637,11;8988,4;10871,13;12675,56;;;Informatyka;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Informatyka, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6219;JM;S;4747,09;2846,52;3965,7;5197,15;6093,48;;;Prawo;Uniwersytet Gdański;;O;UG;Jednolite studia magisterskie;Prawo, stacjonarne jednolite studia magisterskie, 10-semestralne, profil ogólnoakademicki
2020;6220;1;S;5149,49;2233,53;3912,82;5097,63;6121,74;;64,2;Kryminologia;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Kryminologia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6221;2;S;5326,25;3647,9;4625,12;5494,67;6772,39;;;Pedagogika specjalna;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Pedagogika specjalna, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6222;2;S;4313,49;2279,9;3316,48;4600,36;7099,78;;;Fizyka medyczna;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Fizyka medyczna, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6223;1;S;4987,4;1260,81;3713,66;5107,27;5768,2;;68,8;Politologia;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Politologia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6224;1;S;5355,54;2669,58;3037,28;4552,33;6149,81;;74,4;Logopedia;Uniwersytet Gdański;;P;UG;Studia pierwszego stopnia;Logopedia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2020;6225;1;S;4053,65;1817,39;2802,79;4027,91;4500,29;;66,7;Oceanografia;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Oceanografia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6227;2;N;6251,69;4624,51;5679,68;6776,02;7501,01;;;Finanse i rachunkowość;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Finanse i rachunkowość, studia niestacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6229;1;N;2921,72;2627,69;3566,98;2815,46;3874,01;;30,8;Wiedza o filmie i kulturze audiowizualnej;Uniwersytet Gdański;;P;UG;Studia pierwszego stopnia;Wiedza o filmie i kulturze audiowizualnej, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2020;6230;2;S;3823,68;2217,46;3773,02;4227,32;4673,68;;;Kulturoznawstwo;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Kulturoznawstwo, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6232;2;S;4902,99;2866,81;4469,09;5532,99;5922,72;;;Dziennikarstwo i komunikacja społeczna;Uniwersytet Gdański;;P;UG;Studia drugiego stopnia;Dziennikarstwo i komunikacja społeczna, studia stacjonarne drugiego stopnia, 4-semestralne, profil praktyczny
2020;6233;2;S;4808,77;2840,27;4605,55;5706,4;6480,12;;;Filologia angielska;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Filologia angielska, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6234;1;S;5966,81;2907,84;4714,52;5936,93;7478,88;;55,6;Sinologia;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Sinologia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6235;1;S;3988,61;1981,54;2941,66;4145,33;4891,14;;33,3;Filozofia;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Filozofia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6236;1;S;2667,32;1445,6;;2267,87;3044,63;;66,7;Archeologia;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Archeologia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6237;1;S;4321,64;1995,2;3580,4;4436,2;5226,36;;43,3;Zarządzanie instytucjami artystycznymi;Uniwersytet Gdański;;P;UG;Studia pierwszego stopnia;Zarządzanie instytucjami artystycznymi, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2020;6239;2;S;4766,02;2499,21;3925,85;5044,53;6887,55;;;Geografia;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Geografia, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6241;2;S;4889,02;2343,51;3810,55;5244,83;6261,43;;;Bezpieczeństwo narodowe;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Bezpieczeństwo narodowe, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6242;JM;N;6995,77;5556,3;6367,43;7384,67;8786,84;;;Psychologia;Uniwersytet Gdański;;O;UG;Jednolite studia magisterskie;Psychologia, niestacjonarne jednolite studia magisterskie, 10-semestralne, profil ogólnoakademicki
2020;6243;2;S;4679,34;3281,14;4292,52;5208,72;6190,43;;;Logopedia;Uniwersytet Gdański;;P;UG;Studia drugiego stopnia;Logopedia, studia stacjonarne drugiego stopnia, 4-semestralne, profil praktyczny
2020;6244;1;N;4317,97;3448,32;3938,87;4295,08;5525,42;;27,8;Bezpieczeństwo narodowe;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Bezpieczeństwo narodowe, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6245;1;S;5427,08;2775,47;3852,87;5118,3;6501,02;;74,3;Ekonomia;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Ekonomia, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6246;1;S;6027,56;2579,19;4011,29;5802,54;7409,25;;78,3;Finanse i rachunkowość;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Finanse i rachunkowość, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6248;2;S;4664,03;2762,05;3878,55;5103,05;6172,14;;;Kryminologia;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Kryminologia, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6249;2;N;4967,49;3652,43;4387,7;5116,65;6000,3;;;Administracja;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Administracja, studia niestacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6250;1;S;4583,51;2819,89;3449,01;4402,23;5149,84;;52,2;Praca socjalna;Uniwersytet Gdański;;P;UG;Studia pierwszego stopnia;Praca socjalna, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2020;6251;1;S;4252,49;2381,58;2218,25;3853,01;4544,99;;62,5;Gospodarka wodna i ochrona zasobów wód;Uniwersytet Gdański;;P;UG;Studia pierwszego stopnia;Gospodarka wodna i ochrona zasobów wód, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2020;6254;2;N;4658,65;3847,76;4033,28;4507,43;5498,14;;;Pedagogika specjalna;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Pedagogika specjalna, studia niestacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6255;2;S;6999,07;4895,8;6168,71;8256,87;9881,17;;;Międzynarodowe Stosunki Gospodarcze;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Międzynarodowe Stosunki Gospodarcze, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6256;2;S;4588,78;2549,5;3943,91;5093,08;5762,69;;;Krajoznawstwo i Turystyka Historyczna;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Krajoznawstwo i Turystyka Historyczna, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6257;2;S;5489,83;3309,63;4614,12;5789,2;6827,56;;;Międzynarodowe Stosunki Gospodarcze;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Międzynarodowe Stosunki Gospodarcze, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6259;1;N;5480,37;3857,81;4940,52;5804,17;6912,11;;32,6;Zarządzanie;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Zarządzanie, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6260;1;S;3535,97;1556,86;2356,42;3419,3;4845,61;;58,6;Wiedza o filmie i kulturze audiowizualnej;Uniwersytet Gdański;;P;UG;Studia pierwszego stopnia;Wiedza o filmie i kulturze audiowizualnej, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2020;6261;1;N;4210,94;3125,19;3421,13;4049,44;5251,65;;67,2;Pedagogika wczesnej edukacji;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Pedagogika wczesnej edukacji, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6262;1;S;6890,28;3834,98;5238,03;7054,09;8617,53;;62,3;Informatyka i ekonometria;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Informatyka i ekonometria, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6264;1;N;4771,37;3433,09;4086,69;5191,14;6150,68;;55,3;Finanse i rachunkowość;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Finanse i rachunkowość, studia niestacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6265;1;S;4773,74;3554,27;4670,85;5279,11;6242,81;;46,4;Lingwistyka stosowana;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Lingwistyka stosowana, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6266;2;S;5020,22;3472,44;4181,6;5321,25;6407,55;;;Historia;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Historia, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6267;2;N;5467,24;4406,32;4919,08;5238,98;7209,08;;;Filologia angielska;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Filologia angielska, studia niestacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6269;2;S;4053,05;2809,42;3611,63;4388,3;5365,72;;;Pedagogika;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Pedagogika, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6270;2;S;3502;2562,74;2778,79;3424,75;5306,95;;;Oceanografia;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Oceanografia, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6271;2;S;5812,39;4092,71;5356,41;6288,93;6981,54;;;Filologia rosyjska;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Filologia rosyjska, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6273;2;N;7854,13;5662,88;6466,11;8045,13;9500,46;;;Ekonomia;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Ekonomia, studia niestacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6278;1;S;6769,68;2820,91;3676,13;6721,94;8488,92;;62,5;Bioinformatyka;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Bioinformatyka, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6279;1;S;4591,01;3042,99;3217,82;4249,84;5701,72;;67,2;Filologia polska;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Filologia polska, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6281;2;S;5657,28;4366,42;5164,52;5834,33;6760,13;;;Politologia;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Politologia, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6283;2;S;4522,38;3218,65;4040,62;4688,32;5919,18;;;Filologia polska;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Filologia polska, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6285;1;S;5887,67;2790,13;4537,37;5727,14;6974,43;;57,1;Studia bałkańskie;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Studia bałkańskie, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6286;1;S;5788,12;4468,51;5566,64;6767,22;7582,67;;52,6;Skandynawistyka;Uniwersytet Gdański;;P;UG;Studia pierwszego stopnia;Skandynawistyka, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2020;6287;2;S;3994,47;2397,61;3741,14;4824,34;5094,11;;;Socjologia;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Socjologia, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6288;1;S;4408,35;1948,3;2226,69;3801,98;5983,4;;51,6;Amerykanistyka;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Amerykanistyka, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6289;1;S;4812,17;2558,66;3424,93;4374,68;5504,29;;60,3;Administracja;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Administracja, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6293;1;S;6275,47;4040,32;3898,56;5883,73;8637,94;;56,2;Skandynawistyka;Uniwersytet Gdański;;P;UG;Studia pierwszego stopnia;Skandynawistyka, studia stacjonarne pierwszego stopnia, 6-semestralne, profil praktyczny
2020;6294;2;S;5006,7;2799,98;3900,57;5060,92;6717,51;;;Biologia medyczna;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Biologia medyczna, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6296;2;S;3847,38;2728,94;3199,58;3973,6;4847,26;;;Historia sztuki;Uniwersytet Gdański;;O;UG;Studia drugiego stopnia;Historia sztuki, studia stacjonarne drugiego stopnia, 4-semestralne, profil ogólnoakademicki
2020;6298;1;S;4759,97;2300,71;3461,82;4557,69;5663,69;;72,3;Gospodarka przestrzenna;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Gospodarka przestrzenna, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6299;1;S;5572,3;2059,75;4280,85;4806,41;6442,51;;57,1;Dyplomacja;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Dyplomacja, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6302;1;S;5061,89;2468,16;2862,17;4058,44;5860,73;;71,4;Pedagogika specjalna;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Pedagogika specjalna, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6305;1;S;4167,91;2559,04;2408,8;3936,42;4722,69;;80,4;Filologia angielska;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;Filologia angielska, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
2020;6306;1;S;4791,44;3384,29;4792,81;5679,56;5041,91;;36,4;European Business Administration;Uniwersytet Gdański;;O;UG;Studia pierwszego stopnia;European Business Administration, studia stacjonarne pierwszego stopnia, 6-semestralne, profil ogólnoakademicki
